LUC,GCM,RCP,Iteration,Amount
BAU,HadGEM2-ES,rcp85,44,-893.2
BAU,HadGEM2-ES,rcp85,45,-824.2
BAU,HadGEM2-ES,rcp85,46,-894.2
BAU,HadGEM2-ES,rcp85,47,-876.3
BAU,HadGEM2-ES,rcp85,48,-885.1
BAU,HadGEM2-ES,rcp85,49,-916.6
BAU,HadGEM2-ES,rcp85,50,-861.7
BAU,HadGEM2-ES,rcp85,51,-924.6
BAU,HadGEM2-ES,rcp85,52,-867.1
BAU,HadGEM2-ES,rcp85,53,-862.4
BAU,HadGEM2-ES,rcp85,54,-873.8
BAU,HadGEM2-ES,rcp85,55,-894.7
BAU,HadGEM2-ES,rcp85,56,-882
BAU,HadGEM2-ES,rcp85,57,-839.8
BAU,HadGEM2-ES,rcp85,58,-890.3
BAU,HadGEM2-ES,rcp85,59,-876.9
BAU,HadGEM2-ES,rcp85,60,-840.6
BAU,HadGEM2-ES,rcp85,61,-877.4
BAU,HadGEM2-ES,rcp85,62,-870.3
BAU,HadGEM2-ES,rcp85,63,-845
BAU,HadGEM2-ES,rcp85,64,-864
BAU,HadGEM2-ES,rcp85,65,-889.4
BAU,HadGEM2-ES,rcp85,66,-875.9
BAU,HadGEM2-ES,rcp85,67,-874.3
BAU,HadGEM2-ES,rcp85,68,-839.8
BAU,HadGEM2-ES,rcp85,69,-906.8
BAU,HadGEM2-ES,rcp85,70,-895.3
BAU,HadGEM2-ES,rcp85,71,-859
BAU,HadGEM2-ES,rcp85,72,-851
BAU,HadGEM2-ES,rcp85,73,-854.4
BAU,HadGEM2-ES,rcp85,74,-901.4
BAU,HadGEM2-ES,rcp85,75,-830.8
BAU,HadGEM2-ES,rcp85,76,-875.7
BAU,HadGEM2-ES,rcp85,77,-865.2
BAU,HadGEM2-ES,rcp85,78,-871.2
BAU,HadGEM2-ES,rcp85,79,-888.9
BAU,HadGEM2-ES,rcp85,80,-871.2
BAU,HadGEM2-ES,rcp85,81,-909.3
BAU,HadGEM2-ES,rcp85,82,-891.3
BAU,HadGEM2-ES,rcp85,83,-837.4
BAU,HadGEM2-ES,rcp85,84,-884.6
BAU,HadGEM2-ES,rcp85,85,-843
BAU,HadGEM2-ES,rcp85,86,-840.6
BAU,HadGEM2-ES,rcp85,87,-928
BAU,HadGEM2-ES,rcp85,88,-870.6
BAU,HadGEM2-ES,rcp85,89,-906.1
BAU,HadGEM2-ES,rcp85,90,-870.1
BAU,HadGEM2-ES,rcp85,91,-895.2
BAU,HadGEM2-ES,rcp85,92,-882.8
BAU,HadGEM2-ES,rcp85,93,-926.7
BAU,HadGEM2-ES,rcp85,94,-900.2
BAU,HadGEM2-ES,rcp85,95,-919.1
BAU,HadGEM2-ES,rcp85,96,-848.3
BAU,HadGEM2-ES,rcp85,97,-892.8
BAU,HadGEM2-ES,rcp85,98,-842.5
BAU,HadGEM2-ES,rcp85,99,-874.8
BAU,HadGEM2-ES,rcp85,100,-893.2
BAU,MIROC5,rcp45,1,-726.3
BAU,MIROC5,rcp45,2,-706.4
BAU,MIROC5,rcp45,3,-687.1
BAU,MIROC5,rcp45,4,-731.9
BAU,MIROC5,rcp45,5,-738
BAU,MIROC5,rcp45,6,-738
BAU,MIROC5,rcp45,7,-711.3
BAU,MIROC5,rcp45,8,-715
BAU,MIROC5,rcp45,9,-673
BAU,MIROC5,rcp45,10,-710
BAU,MIROC5,rcp45,11,-710.3
BAU,MIROC5,rcp45,12,-688.5
BAU,MIROC5,rcp45,13,-725.8
BAU,MIROC5,rcp45,14,-687.3
BAU,MIROC5,rcp45,15,-719.6
BAU,MIROC5,rcp45,16,-725.3
BAU,MIROC5,rcp45,17,-728.8
BAU,MIROC5,rcp45,18,-715.7
BAU,MIROC5,rcp45,19,-715.7
BAU,MIROC5,rcp45,20,-690.3
BAU,MIROC5,rcp45,21,-707.7
BAU,MIROC5,rcp45,22,-649.1
BAU,MIROC5,rcp45,23,-661.6
BAU,MIROC5,rcp45,24,-752.6
BAU,MIROC5,rcp45,25,-682.1
BAU,MIROC5,rcp45,26,-696.4
BAU,MIROC5,rcp45,27,-692.7
BAU,MIROC5,rcp45,28,-680.2
BAU,MIROC5,rcp45,29,-692.6
BAU,MIROC5,rcp45,30,-692
BAU,MIROC5,rcp45,31,-697.5
BAU,MIROC5,rcp45,32,-715.7
BAU,MIROC5,rcp45,33,-683.7
BAU,MIROC5,rcp45,34,-721.8
BAU,MIROC5,rcp45,35,-710.4
BAU,MIROC5,rcp45,36,-667.4
BAU,MIROC5,rcp45,37,-697.8
BAU,MIROC5,rcp45,38,-719.2
BAU,MIROC5,rcp45,39,-741.7
BAU,MIROC5,rcp45,40,-710
BAU,MIROC5,rcp45,41,-710.2
BAU,MIROC5,rcp45,42,-716.2
BAU,MIROC5,rcp45,43,-704.6
BAU,MIROC5,rcp45,44,-690.4
BAU,MIROC5,rcp45,45,-720.9
BAU,MIROC5,rcp45,46,-692.5
BAU,MIROC5,rcp45,47,-756.9
BAU,MIROC5,rcp45,48,-700.5
BAU,MIROC5,rcp45,49,-725.5
BAU,MIROC5,rcp45,50,-675.2
BAU,MIROC5,rcp45,51,-673.3
BAU,MIROC5,rcp45,52,-721.6
BAU,MIROC5,rcp45,53,-723.1
BAU,MIROC5,rcp45,54,-719.1
BAU,MIROC5,rcp45,55,-684.2
BAU,MIROC5,rcp45,56,-669.9
BAU,MIROC5,rcp45,57,-703.6
BAU,MIROC5,rcp45,58,-733.1
BAU,MIROC5,rcp45,59,-740.3
BAU,MIROC5,rcp45,60,-684.2
BAU,MIROC5,rcp45,61,-677.7
BAU,MIROC5,rcp45,62,-691.8
BAU,MIROC5,rcp45,63,-715.9
BAU,MIROC5,rcp45,64,-700.5
BAU,MIROC5,rcp45,65,-779.7
BAU,MIROC5,rcp45,66,-718
BAU,MIROC5,rcp45,67,-730.8
BAU,MIROC5,rcp45,68,-726.6
BAU,MIROC5,rcp45,69,-695.7
BAU,MIROC5,rcp45,70,-721
BAU,MIROC5,rcp45,71,-714.9
BAU,MIROC5,rcp45,72,-656.9
BAU,MIROC5,rcp45,73,-758.9
BAU,MIROC5,rcp45,74,-681.2
BAU,MIROC5,rcp45,75,-688.4
BAU,MIROC5,rcp45,76,-707.7
BAU,MIROC5,rcp45,77,-695.7
BAU,MIROC5,rcp45,78,-722.7
BAU,MIROC5,rcp45,79,-692.1
BAU,MIROC5,rcp45,80,-729
BAU,MIROC5,rcp45,81,-688.7
BAU,MIROC5,rcp45,82,-722.8
BAU,MIROC5,rcp45,83,-692.8
BAU,MIROC5,rcp45,84,-713.9
BAU,MIROC5,rcp45,85,-709.2
BAU,MIROC5,rcp45,86,-737.7
BAU,MIROC5,rcp45,87,-722.9
BAU,MIROC5,rcp45,88,-725.8
BAU,MIROC5,rcp45,89,-709.4
BAU,MIROC5,rcp45,90,-706.8
BAU,MIROC5,rcp45,91,-703.7
BAU,MIROC5,rcp45,92,-746.5
BAU,MIROC5,rcp45,93,-693.5
BAU,MIROC5,rcp45,94,-693
BAU,MIROC5,rcp45,95,-709.4
BAU,MIROC5,rcp45,96,-718.7
BAU,MIROC5,rcp45,97,-733.7
BAU,MIROC5,rcp45,98,-664.8
BAU,MIROC5,rcp45,99,-689.5
BAU,MIROC5,rcp45,100,-730.5
BAU,MIROC5,rcp85,1,-823.2
BAU,MIROC5,rcp85,2,-796.5
BAU,MIROC5,rcp85,3,-875.3
BAU,MIROC5,rcp85,4,-783.4
BAU,MIROC5,rcp85,5,-756.9
BAU,MIROC5,rcp85,6,-790.7
BAU,MIROC5,rcp85,7,-792.5
BAU,MIROC5,rcp85,8,-845.3
BAU,MIROC5,rcp85,9,-835.2
BAU,MIROC5,rcp85,10,-764.7
BAU,MIROC5,rcp85,11,-816.4
BAU,MIROC5,rcp85,12,-842.4
BAU,MIROC5,rcp85,13,-753.3
BAU,MIROC5,rcp85,14,-754
BAU,MIROC5,rcp85,15,-805.6
BAU,MIROC5,rcp85,16,-828.2
BAU,MIROC5,rcp85,17,-815.2
BAU,MIROC5,rcp85,18,-820.2
BAU,MIROC5,rcp85,19,-756.9
BAU,MIROC5,rcp85,20,-771
BAU,MIROC5,rcp85,21,-803.4
BAU,MIROC5,rcp85,22,-771.6
BAU,MIROC5,rcp85,23,-806.5
BAU,MIROC5,rcp85,24,-785.6
BAU,MIROC5,rcp85,25,-788.1
BAU,MIROC5,rcp85,26,-810.9
BAU,MIROC5,rcp85,27,-815.8
BAU,MIROC5,rcp85,28,-832.8
BAU,MIROC5,rcp85,29,-788.9
BAU,MIROC5,rcp85,30,-810.9
BAU,MIROC5,rcp85,31,-773.1
BAU,MIROC5,rcp85,32,-809.7
BAU,MIROC5,rcp85,33,-838.2
BAU,MIROC5,rcp85,34,-777.1
BAU,MIROC5,rcp85,35,-793.5
BAU,MIROC5,rcp85,36,-838.5
BAU,MIROC5,rcp85,37,-831.4
BAU,MIROC5,rcp85,38,-787
BAU,MIROC5,rcp85,39,-810.5
BAU,MIROC5,rcp85,40,-761.4
BAU,MIROC5,rcp85,41,-871.8
BAU,MIROC5,rcp85,42,-800.1
BAU,MIROC5,rcp85,43,-825.6
BAU,MIROC5,rcp85,44,-832.5
BAU,MIROC5,rcp85,45,-752.7
BAU,MIROC5,rcp85,46,-821
BAU,MIROC5,rcp85,47,-780.7
BAU,MIROC5,rcp85,48,-824.7
BAU,MIROC5,rcp85,49,-784.5
BAU,MIROC5,rcp85,50,-753.2
BAU,MIROC5,rcp85,51,-772.9
BAU,MIROC5,rcp85,52,-809.5
BAU,MIROC5,rcp85,53,-832.5
BAU,MIROC5,rcp85,54,-837.5
BAU,MIROC5,rcp85,55,-831.2
BAU,MIROC5,rcp85,56,-887.7
BAU,MIROC5,rcp85,57,-791.3
BAU,MIROC5,rcp85,58,-758.9
BAU,MIROC5,rcp85,59,-825.1
BAU,MIROC5,rcp85,60,-809.9
BAU,MIROC5,rcp85,61,-791.3
BAU,MIROC5,rcp85,62,-801.3
BAU,MIROC5,rcp85,63,-811.3
BAU,MIROC5,rcp85,64,-837.9
BAU,MIROC5,rcp85,65,-845.9
BAU,MIROC5,rcp85,66,-817
BAU,MIROC5,rcp85,67,-863.5
BAU,MIROC5,rcp85,68,-830
BAU,MIROC5,rcp85,69,-805.7
BAU,MIROC5,rcp85,70,-799.9
BAU,MIROC5,rcp85,71,-804.6
BAU,MIROC5,rcp85,72,-785.7
BAU,MIROC5,rcp85,73,-800.9
BAU,MIROC5,rcp85,74,-782.8
BAU,MIROC5,rcp85,75,-790.9
BAU,MIROC5,rcp85,76,-798.1
BAU,MIROC5,rcp85,77,-806
BAU,MIROC5,rcp85,78,-744
BAU,MIROC5,rcp85,79,-802.9
BAU,MIROC5,rcp85,80,-784.9
BAU,MIROC5,rcp85,81,-763.9
BAU,MIROC5,rcp85,82,-857.5
BAU,MIROC5,rcp85,83,-825
BAU,MIROC5,rcp85,84,-802.2
BAU,MIROC5,rcp85,85,-805.8
BAU,MIROC5,rcp85,86,-747.2
BAU,MIROC5,rcp85,87,-789.9
BAU,MIROC5,rcp85,88,-807
BAU,MIROC5,rcp85,89,-758.9
BAU,MIROC5,rcp85,90,-795.1
BAU,MIROC5,rcp85,91,-819.2
BAU,MIROC5,rcp85,92,-774.2
BAU,MIROC5,rcp85,93,-762.3
BAU,MIROC5,rcp85,94,-790.1
BAU,MIROC5,rcp85,95,-754.7
BAU,MIROC5,rcp85,96,-800.9
BAU,MIROC5,rcp85,97,-819.5
BAU,MIROC5,rcp85,98,-776.8
BAU,MIROC5,rcp85,99,-822.8
BAU,MIROC5,rcp85,100,-803.4
High,CanESM2,rcp45,1,-348.5
High,CanESM2,rcp45,2,-375
High,CanESM2,rcp45,3,-368.9
High,CanESM2,rcp45,4,-365.1
High,CanESM2,rcp45,5,-370.7
High,CanESM2,rcp45,6,-368.2
High,CanESM2,rcp45,7,-360.5
High,CanESM2,rcp45,8,-399.5
High,CanESM2,rcp45,9,-357.9
High,CanESM2,rcp45,10,-400.2
High,CanESM2,rcp45,11,-390.7
High,CanESM2,rcp45,12,-371.1
High,CanESM2,rcp45,13,-375.4
High,CanESM2,rcp45,14,-380.2
High,CanESM2,rcp45,15,-362.2
High,CanESM2,rcp45,16,-409.8
High,CanESM2,rcp45,17,-374.6
High,CanESM2,rcp45,18,-369
High,CanESM2,rcp45,19,-372.5
High,CanESM2,rcp45,20,-363.8
High,CanESM2,rcp45,21,-390.8
High,CanESM2,rcp45,22,-375.7
High,CanESM2,rcp45,23,-394.4
High,CanESM2,rcp45,24,-404.4
High,CanESM2,rcp45,25,-340.5
High,CanESM2,rcp45,26,-366
High,CanESM2,rcp45,27,-371.8
High,CanESM2,rcp45,28,-375.2
High,CanESM2,rcp45,29,-387.3
High,CanESM2,rcp45,30,-386.4
High,CanESM2,rcp45,31,-333.3
High,CanESM2,rcp45,32,-378.2
High,CanESM2,rcp45,33,-387.1
High,CanESM2,rcp45,34,-374.6
High,CanESM2,rcp45,35,-381.6
High,CanESM2,rcp45,36,-364.7
High,CanESM2,rcp45,37,-390.9
High,CanESM2,rcp45,38,-355.4
High,CanESM2,rcp45,39,-331.6
High,CanESM2,rcp45,40,-352.4
High,CanESM2,rcp45,41,-369.9
High,CanESM2,rcp45,42,-391.9
High,CanESM2,rcp45,43,-375.8
High,CanESM2,rcp45,44,-375.2
High,CanESM2,rcp45,45,-373.6
High,CanESM2,rcp45,46,-376.2
High,CanESM2,rcp45,47,-354.8
High,CanESM2,rcp45,48,-354.9
High,CanESM2,rcp45,49,-398.9
High,CanESM2,rcp45,50,-367.6
High,CanESM2,rcp45,51,-389.6
High,CanESM2,rcp45,52,-357.2
High,CanESM2,rcp45,53,-354
High,CanESM2,rcp45,54,-363.6
High,CanESM2,rcp45,55,-361.3
High,CanESM2,rcp45,56,-375.3
High,CanESM2,rcp45,57,-366.3
High,CanESM2,rcp45,58,-371
High,CanESM2,rcp45,59,-347
High,CanESM2,rcp45,60,-349.5
High,CanESM2,rcp45,61,-345.9
High,CanESM2,rcp45,62,-373.1
High,CanESM2,rcp45,63,-324.1
High,CanESM2,rcp45,64,-415.6
High,CanESM2,rcp45,65,-363.6
High,CanESM2,rcp45,66,-399.2
High,CanESM2,rcp45,67,-354.7
High,CanESM2,rcp45,68,-374.5
High,CanESM2,rcp45,69,-353
High,CanESM2,rcp45,70,-359.5
High,CanESM2,rcp45,71,-382.1
High,CanESM2,rcp45,72,-343.5
High,CanESM2,rcp45,73,-351
High,CanESM2,rcp45,74,-392.3
High,CanESM2,rcp45,75,-363.4
High,CanESM2,rcp45,76,-366.4
High,CanESM2,rcp45,77,-383.3
High,CanESM2,rcp45,78,-356.8
High,CanESM2,rcp45,79,-345.7
High,CanESM2,rcp45,80,-353.2
High,CanESM2,rcp45,81,-403.9
High,CanESM2,rcp45,82,-375.5
High,CanESM2,rcp45,83,-374.6
High,CanESM2,rcp45,84,-350.7
High,CanESM2,rcp45,85,-335.9
High,CanESM2,rcp45,86,-360.9
High,CanESM2,rcp45,87,-375.1
High,CanESM2,rcp45,88,-365
High,CanESM2,rcp45,89,-368.3
High,CanESM2,rcp45,90,-364.8
High,CanESM2,rcp45,91,-362.3
High,CanESM2,rcp45,92,-363.6
High,CanESM2,rcp45,93,-335.9
High,CanESM2,rcp45,94,-405.6
High,CanESM2,rcp45,95,-351.2
High,CanESM2,rcp45,96,-375
High,CanESM2,rcp45,97,-377.4
High,CanESM2,rcp45,98,-377.3
High,CanESM2,rcp45,99,-344.8
High,CanESM2,rcp45,100,-363.6
High,CanESM2,rcp85,1,-287.9
High,CanESM2,rcp85,2,-319
High,CanESM2,rcp85,3,-313.8
High,CanESM2,rcp85,4,-276.4
High,CanESM2,rcp85,5,-290.3
High,CanESM2,rcp85,6,-275
High,CanESM2,rcp85,7,-271.8
High,CanESM2,rcp85,8,-273.8
High,CanESM2,rcp85,9,-246.7
High,CanESM2,rcp85,10,-274.4
High,CanESM2,rcp85,11,-333
High,CanESM2,rcp85,12,-318.2
High,CanESM2,rcp85,13,-252.3
High,CanESM2,rcp85,14,-212.1
High,CanESM2,rcp85,15,-309.1
High,CanESM2,rcp85,16,-279.6
High,CanESM2,rcp85,17,-274.2
High,CanESM2,rcp85,18,-334
High,CanESM2,rcp85,19,-284.7
High,CanESM2,rcp85,20,-285.4
High,CanESM2,rcp85,21,-255.2
High,CanESM2,rcp85,22,-245.8
High,CanESM2,rcp85,23,-313.6
High,CanESM2,rcp85,24,-267.5
High,CanESM2,rcp85,25,-260.7
High,CanESM2,rcp85,26,-253.4
High,CanESM2,rcp85,27,-261.6
High,CanESM2,rcp85,28,-243.8
High,CanESM2,rcp85,29,-305
High,CanESM2,rcp85,30,-320
High,CanESM2,rcp85,31,-327.5
High,CanESM2,rcp85,32,-354.5
High,CanESM2,rcp85,33,-274.4
High,CanESM2,rcp85,34,-315.9
High,CanESM2,rcp85,35,-308.6
High,CanESM2,rcp85,36,-302.8
High,CanESM2,rcp85,37,-336.6
High,CanESM2,rcp85,38,-297.2
High,CanESM2,rcp85,39,-323.9
High,CanESM2,rcp85,40,-314.7
High,CanESM2,rcp85,41,-354.5
High,CanESM2,rcp85,42,-308.4
High,CanESM2,rcp85,43,-243.3
High,CanESM2,rcp85,44,-302.8
High,CanESM2,rcp85,45,-289.7
High,CanESM2,rcp85,46,-258.2
High,CanESM2,rcp85,47,-323
High,CanESM2,rcp85,48,-318.8
High,CanESM2,rcp85,49,-313.7
High,CanESM2,rcp85,50,-284.9
High,CanESM2,rcp85,51,-232
High,CanESM2,rcp85,52,-269.8
High,CanESM2,rcp85,53,-320.1
High,CanESM2,rcp85,54,-296.4
High,CanESM2,rcp85,55,-326.2
High,CanESM2,rcp85,56,-289.9
High,CanESM2,rcp85,57,-278.7
High,CanESM2,rcp85,58,-341.2
High,CanESM2,rcp85,59,-283.1
High,CanESM2,rcp85,60,-347.3
High,CanESM2,rcp85,61,-307
High,CanESM2,rcp85,62,-292.6
High,CanESM2,rcp85,63,-286.5
High,CanESM2,rcp85,64,-297
High,CanESM2,rcp85,65,-341.2
High,CanESM2,rcp85,66,-306.9
High,CanESM2,rcp85,67,-268.5
High,CanESM2,rcp85,68,-303.2
High,CanESM2,rcp85,69,-223.9
High,CanESM2,rcp85,70,-336.6
High,CanESM2,rcp85,71,-339.5
High,CanESM2,rcp85,72,-264.3
High,CanESM2,rcp85,73,-267.1
High,CanESM2,rcp85,74,-259.9
High,CanESM2,rcp85,75,-313.2
High,CanESM2,rcp85,76,-282.1
High,CanESM2,rcp85,77,-336.3
High,CanESM2,rcp85,78,-361.3
High,CanESM2,rcp85,79,-344.3
High,CanESM2,rcp85,80,-293.5
High,CanESM2,rcp85,81,-312.9
High,CanESM2,rcp85,82,-300.6
High,CanESM2,rcp85,83,-323.5
High,CanESM2,rcp85,84,-295
High,CanESM2,rcp85,85,-245.2
High,CanESM2,rcp85,86,-277.6
High,CanESM2,rcp85,87,-255.2
High,CanESM2,rcp85,88,-326
High,CanESM2,rcp85,89,-301.4
High,CanESM2,rcp85,90,-313.2
High,CanESM2,rcp85,91,-254.9
High,CanESM2,rcp85,92,-349.4
High,CanESM2,rcp85,93,-324.9
High,CanESM2,rcp85,94,-245.2
High,CanESM2,rcp85,95,-278.8
High,CanESM2,rcp85,96,-293.2
High,CanESM2,rcp85,97,-295.7
High,CanESM2,rcp85,98,-341.2
High,CanESM2,rcp85,99,-328.4
High,CanESM2,rcp85,100,-345.9
High,CNRM-CM5,rcp45,1,-106.7
High,CNRM-CM5,rcp45,2,-114.9
High,CNRM-CM5,rcp45,3,-100.8
High,CNRM-CM5,rcp45,4,-128.4
High,CNRM-CM5,rcp45,5,-157.3
High,CNRM-CM5,rcp45,6,-94.4
High,CNRM-CM5,rcp45,7,-124
High,CNRM-CM5,rcp45,8,-115.8
High,CNRM-CM5,rcp45,9,-112.3
High,CNRM-CM5,rcp45,10,-111.2
High,CNRM-CM5,rcp45,11,-73.3
High,CNRM-CM5,rcp45,12,-137
High,CNRM-CM5,rcp45,13,-129.7
High,CNRM-CM5,rcp45,14,-150.4
High,CNRM-CM5,rcp45,15,-101.9
High,CNRM-CM5,rcp45,16,-116.6
High,CNRM-CM5,rcp45,17,-128.4
High,CNRM-CM5,rcp45,18,-111.1
High,CNRM-CM5,rcp45,19,-72
High,CNRM-CM5,rcp45,20,-95.9
High,CNRM-CM5,rcp45,21,-117.9
High,CNRM-CM5,rcp45,22,-111.7
High,CNRM-CM5,rcp45,23,-86
High,CNRM-CM5,rcp45,24,-71.1
High,CNRM-CM5,rcp45,25,-160.4
High,CNRM-CM5,rcp45,26,-136.6
High,CNRM-CM5,rcp45,27,-107.2
High,CNRM-CM5,rcp45,28,-126.4
High,CNRM-CM5,rcp45,29,-121.5
High,CNRM-CM5,rcp45,30,-85.9
High,CNRM-CM5,rcp45,31,-93.8
High,CNRM-CM5,rcp45,32,-118.7
High,CNRM-CM5,rcp45,33,-103.7
High,CNRM-CM5,rcp45,34,-102.2
High,CNRM-CM5,rcp45,35,-74.4
High,CNRM-CM5,rcp45,36,-108.2
High,CNRM-CM5,rcp45,37,-108.2
High,CNRM-CM5,rcp45,38,-128.9
High,CNRM-CM5,rcp45,39,-133.7
High,CNRM-CM5,rcp45,40,-95.6
High,CNRM-CM5,rcp45,41,-79.4
High,CNRM-CM5,rcp45,42,-137.8
High,CNRM-CM5,rcp45,43,-133.7
High,CNRM-CM5,rcp45,44,-124.1
High,CNRM-CM5,rcp45,45,-142.8
High,CNRM-CM5,rcp45,46,-114.3
High,CNRM-CM5,rcp45,47,-114.9
High,CNRM-CM5,rcp45,48,-117.6
High,CNRM-CM5,rcp45,49,-155.4
High,CNRM-CM5,rcp45,50,-119.7
High,CNRM-CM5,rcp45,51,-117.5
High,CNRM-CM5,rcp45,52,-118.5
High,CNRM-CM5,rcp45,53,-149.9
High,CNRM-CM5,rcp45,54,-104.3
High,CNRM-CM5,rcp45,55,-76.2
High,CNRM-CM5,rcp45,56,-96.2
High,CNRM-CM5,rcp45,57,-93.7
High,CNRM-CM5,rcp45,58,-169.8
High,CNRM-CM5,rcp45,59,-137.5
High,CNRM-CM5,rcp45,60,-151.9
High,CNRM-CM5,rcp45,61,-135.2
High,CNRM-CM5,rcp45,62,-95.7
High,CNRM-CM5,rcp45,63,-125.3
High,CNRM-CM5,rcp45,64,-153
High,CNRM-CM5,rcp45,65,-108.3
High,CNRM-CM5,rcp45,66,-108.7
High,CNRM-CM5,rcp45,67,-108
High,CNRM-CM5,rcp45,68,-118.9
High,CNRM-CM5,rcp45,69,-128.6
High,CNRM-CM5,rcp45,70,-118.8
High,CNRM-CM5,rcp45,71,-137.7
High,CNRM-CM5,rcp45,72,-132.7
High,CNRM-CM5,rcp45,73,-140.5
High,CNRM-CM5,rcp45,74,-153
High,CNRM-CM5,rcp45,75,-150.4
High,CNRM-CM5,rcp45,76,-153.3
High,CNRM-CM5,rcp45,77,-87.7
High,CNRM-CM5,rcp45,78,-117.7
High,CNRM-CM5,rcp45,79,-124.6
High,CNRM-CM5,rcp45,80,-118
High,CNRM-CM5,rcp45,81,-109.4
High,CNRM-CM5,rcp45,82,-165.4
High,CNRM-CM5,rcp45,83,-145.7
High,CNRM-CM5,rcp45,84,-129.7
High,CNRM-CM5,rcp45,85,-117.7
High,CNRM-CM5,rcp45,86,-121
High,CNRM-CM5,rcp45,87,-112.3
High,CNRM-CM5,rcp45,88,-141.5
High,CNRM-CM5,rcp45,89,-128.7
High,CNRM-CM5,rcp45,90,-111.9
High,CNRM-CM5,rcp45,91,-128.7
High,CNRM-CM5,rcp45,92,-139.6
High,CNRM-CM5,rcp45,93,-107.1
