LUC,GCM,RCP,Iteration,Amount
High,CNRM-CM5,rcp45,94,-114.5
High,CNRM-CM5,rcp45,95,-126
High,CNRM-CM5,rcp45,96,-95.9
High,CNRM-CM5,rcp45,97,-167.9
High,CNRM-CM5,rcp45,98,-83
High,CNRM-CM5,rcp45,99,-84.5
High,CNRM-CM5,rcp45,100,-133.9
High,CNRM-CM5,rcp85,1,-231.7
High,CNRM-CM5,rcp85,2,-180.1
High,CNRM-CM5,rcp85,3,-229.3
High,CNRM-CM5,rcp85,4,-243.2
High,CNRM-CM5,rcp85,5,-223.4
High,CNRM-CM5,rcp85,6,-180
High,CNRM-CM5,rcp85,7,-288.2
High,CNRM-CM5,rcp85,8,-283.6
High,CNRM-CM5,rcp85,9,-288.1
High,CNRM-CM5,rcp85,10,-211.8
High,CNRM-CM5,rcp85,11,-243.2
High,CNRM-CM5,rcp85,12,-225.1
High,CNRM-CM5,rcp85,13,-251.2
High,CNRM-CM5,rcp85,14,-195.7
High,CNRM-CM5,rcp85,15,-259.6
High,CNRM-CM5,rcp85,16,-266.4
High,CNRM-CM5,rcp85,17,-263.6
High,CNRM-CM5,rcp85,18,-189.6
High,CNRM-CM5,rcp85,19,-249.5
High,CNRM-CM5,rcp85,20,-247.2
High,CNRM-CM5,rcp85,21,-185.4
High,CNRM-CM5,rcp85,22,-192.4
High,CNRM-CM5,rcp85,23,-228.2
High,CNRM-CM5,rcp85,24,-205.1
High,CNRM-CM5,rcp85,25,-228.8
High,CNRM-CM5,rcp85,26,-187.1
High,CNRM-CM5,rcp85,27,-214.5
High,CNRM-CM5,rcp85,28,-196.5
High,CNRM-CM5,rcp85,29,-223.9
High,CNRM-CM5,rcp85,30,-253.4
High,CNRM-CM5,rcp85,31,-235.3
High,CNRM-CM5,rcp85,32,-198.2
High,CNRM-CM5,rcp85,33,-248
High,CNRM-CM5,rcp85,34,-242.2
High,CNRM-CM5,rcp85,35,-238.7
High,CNRM-CM5,rcp85,36,-196.8
High,CNRM-CM5,rcp85,37,-236.1
High,CNRM-CM5,rcp85,38,-197.4
High,CNRM-CM5,rcp85,39,-165.8
High,CNRM-CM5,rcp85,40,-227
High,CNRM-CM5,rcp85,41,-211.5
High,CNRM-CM5,rcp85,42,-232.6
High,CNRM-CM5,rcp85,43,-269.2
High,CNRM-CM5,rcp85,44,-240.7
High,CNRM-CM5,rcp85,45,-242.4
High,CNRM-CM5,rcp85,46,-201
High,CNRM-CM5,rcp85,47,-233.7
High,CNRM-CM5,rcp85,48,-202.1
High,CNRM-CM5,rcp85,49,-249.4
High,CNRM-CM5,rcp85,50,-214.3
High,CNRM-CM5,rcp85,51,-174.2
High,CNRM-CM5,rcp85,52,-212.6
High,CNRM-CM5,rcp85,53,-220.7
High,CNRM-CM5,rcp85,54,-259.5
High,CNRM-CM5,rcp85,55,-262.5
High,CNRM-CM5,rcp85,56,-211.4
High,CNRM-CM5,rcp85,57,-244.4
High,CNRM-CM5,rcp85,58,-220.8
High,CNRM-CM5,rcp85,59,-216.5
High,CNRM-CM5,rcp85,60,-179.1
High,CNRM-CM5,rcp85,61,-232.5
High,CNRM-CM5,rcp85,62,-192.2
High,CNRM-CM5,rcp85,63,-229.7
High,CNRM-CM5,rcp85,64,-214.8
High,CNRM-CM5,rcp85,65,-235
High,CNRM-CM5,rcp85,66,-248
High,CNRM-CM5,rcp85,67,-202.1
High,CNRM-CM5,rcp85,68,-211.3
High,CNRM-CM5,rcp85,69,-241.1
High,CNRM-CM5,rcp85,70,-233.8
High,CNRM-CM5,rcp85,71,-223.1
High,CNRM-CM5,rcp85,72,-245.5
High,CNRM-CM5,rcp85,73,-192.5
High,CNRM-CM5,rcp85,74,-198.2
High,CNRM-CM5,rcp85,75,-198.9
High,CNRM-CM5,rcp85,76,-233.7
High,CNRM-CM5,rcp85,77,-248.6
High,CNRM-CM5,rcp85,78,-188.7
High,CNRM-CM5,rcp85,79,-207.5
High,CNRM-CM5,rcp85,80,-248.2
High,CNRM-CM5,rcp85,81,-197.4
High,CNRM-CM5,rcp85,82,-220.7
High,CNRM-CM5,rcp85,83,-181.4
High,CNRM-CM5,rcp85,84,-196.8
High,CNRM-CM5,rcp85,85,-194.7
High,CNRM-CM5,rcp85,86,-194.7
High,CNRM-CM5,rcp85,87,-245
High,CNRM-CM5,rcp85,88,-195.2
High,CNRM-CM5,rcp85,89,-194.5
High,CNRM-CM5,rcp85,90,-204.3
High,CNRM-CM5,rcp85,91,-227.2
High,CNRM-CM5,rcp85,92,-223.1
High,CNRM-CM5,rcp85,93,-161.9
High,CNRM-CM5,rcp85,94,-192.2
High,CNRM-CM5,rcp85,95,-208.4
High,CNRM-CM5,rcp85,96,-231.3
High,CNRM-CM5,rcp85,97,-237.1
High,CNRM-CM5,rcp85,98,-235.3
High,CNRM-CM5,rcp85,99,-273.6
High,CNRM-CM5,rcp85,100,-231.1
High,HadGEM2-ES,rcp45,1,-650.3
High,HadGEM2-ES,rcp45,2,-642.1
High,HadGEM2-ES,rcp45,3,-670.8
High,HadGEM2-ES,rcp45,4,-643
High,HadGEM2-ES,rcp45,5,-667.5
High,HadGEM2-ES,rcp45,6,-633.5
High,HadGEM2-ES,rcp45,7,-653.7
High,HadGEM2-ES,rcp45,8,-678.9
High,HadGEM2-ES,rcp45,9,-631.6
High,HadGEM2-ES,rcp45,10,-667.8
High,HadGEM2-ES,rcp45,11,-647.4
High,HadGEM2-ES,rcp45,12,-650.2
High,HadGEM2-ES,rcp45,13,-630.1
High,HadGEM2-ES,rcp45,14,-678.3
High,HadGEM2-ES,rcp45,15,-652.6
High,HadGEM2-ES,rcp45,16,-666.9
High,HadGEM2-ES,rcp45,17,-641.9
High,HadGEM2-ES,rcp45,18,-665.5
High,HadGEM2-ES,rcp45,19,-652.1
High,HadGEM2-ES,rcp45,20,-712.2
High,HadGEM2-ES,rcp45,21,-643.8
High,HadGEM2-ES,rcp45,22,-662.9
High,HadGEM2-ES,rcp45,23,-705.1
High,HadGEM2-ES,rcp45,24,-669.2
High,HadGEM2-ES,rcp45,25,-643.5
High,HadGEM2-ES,rcp45,26,-681.6
High,HadGEM2-ES,rcp45,27,-647.5
High,HadGEM2-ES,rcp45,28,-634
High,HadGEM2-ES,rcp45,29,-663.9
High,HadGEM2-ES,rcp45,30,-651.2
High,HadGEM2-ES,rcp45,31,-662.4
High,HadGEM2-ES,rcp45,32,-689.1
High,HadGEM2-ES,rcp45,33,-633.9
High,HadGEM2-ES,rcp45,34,-629.5
High,HadGEM2-ES,rcp45,35,-679.3
High,HadGEM2-ES,rcp45,36,-636.7
High,HadGEM2-ES,rcp45,37,-623.2
High,HadGEM2-ES,rcp45,38,-645.3
High,HadGEM2-ES,rcp45,39,-677.1
High,HadGEM2-ES,rcp45,40,-640.9
High,HadGEM2-ES,rcp45,41,-648.7
High,HadGEM2-ES,rcp45,42,-634.9
High,HadGEM2-ES,rcp45,43,-700.4
High,HadGEM2-ES,rcp45,44,-664.8
High,HadGEM2-ES,rcp45,45,-715.7
High,HadGEM2-ES,rcp45,46,-661.8
High,HadGEM2-ES,rcp45,47,-595.2
High,HadGEM2-ES,rcp45,48,-658.8
High,HadGEM2-ES,rcp45,49,-652
High,HadGEM2-ES,rcp45,50,-623.9
High,HadGEM2-ES,rcp45,51,-624.8
High,HadGEM2-ES,rcp45,52,-692.2
High,HadGEM2-ES,rcp45,53,-647
High,HadGEM2-ES,rcp45,54,-658.5
High,HadGEM2-ES,rcp45,55,-605
High,HadGEM2-ES,rcp45,56,-682.8
High,HadGEM2-ES,rcp45,57,-666.1
High,HadGEM2-ES,rcp45,58,-661.1
High,HadGEM2-ES,rcp45,59,-674.7
High,HadGEM2-ES,rcp45,60,-664.1
High,HadGEM2-ES,rcp45,61,-704
High,HadGEM2-ES,rcp45,62,-610
High,HadGEM2-ES,rcp45,63,-636.2
High,HadGEM2-ES,rcp45,64,-659.4
High,HadGEM2-ES,rcp45,65,-669.2
High,HadGEM2-ES,rcp45,66,-670.3
High,HadGEM2-ES,rcp45,67,-675.3
High,HadGEM2-ES,rcp45,68,-693.7
High,HadGEM2-ES,rcp45,69,-659.1
High,HadGEM2-ES,rcp45,70,-662.7
High,HadGEM2-ES,rcp45,71,-639.5
High,HadGEM2-ES,rcp45,72,-631.5
High,HadGEM2-ES,rcp45,73,-616.2
High,HadGEM2-ES,rcp45,74,-636.2
High,HadGEM2-ES,rcp45,75,-662
High,HadGEM2-ES,rcp45,76,-693.9
High,HadGEM2-ES,rcp45,77,-670
High,HadGEM2-ES,rcp45,78,-619.5
High,HadGEM2-ES,rcp45,79,-676.8
High,HadGEM2-ES,rcp45,80,-673.3
High,HadGEM2-ES,rcp45,81,-687.2
High,HadGEM2-ES,rcp45,82,-652.2
High,HadGEM2-ES,rcp45,83,-641.2
High,HadGEM2-ES,rcp45,84,-671.6
High,HadGEM2-ES,rcp45,85,-690
High,HadGEM2-ES,rcp45,86,-641.3
High,HadGEM2-ES,rcp45,87,-667.3
High,HadGEM2-ES,rcp45,88,-654.5
High,HadGEM2-ES,rcp45,89,-670.9
High,HadGEM2-ES,rcp45,90,-648.5
High,HadGEM2-ES,rcp45,91,-660.3
High,HadGEM2-ES,rcp45,92,-655.9
High,HadGEM2-ES,rcp45,93,-681.3
High,HadGEM2-ES,rcp45,94,-659.4
High,HadGEM2-ES,rcp45,95,-654.5
High,HadGEM2-ES,rcp45,96,-617.8
High,HadGEM2-ES,rcp45,97,-634.9
High,HadGEM2-ES,rcp45,98,-672.1
High,HadGEM2-ES,rcp45,99,-687
High,HadGEM2-ES,rcp45,100,-619.7
High,HadGEM2-ES,rcp85,1,-955.7
High,HadGEM2-ES,rcp85,2,-920.7
High,HadGEM2-ES,rcp85,3,-924.5
High,HadGEM2-ES,rcp85,4,-923.1
High,HadGEM2-ES,rcp85,5,-954.2
High,HadGEM2-ES,rcp85,6,-925.7
High,HadGEM2-ES,rcp85,7,-934.2
High,HadGEM2-ES,rcp85,8,-918.9
High,HadGEM2-ES,rcp85,9,-912.2
High,HadGEM2-ES,rcp85,10,-935.2
High,HadGEM2-ES,rcp85,11,-918
High,HadGEM2-ES,rcp85,12,-902.8
High,HadGEM2-ES,rcp85,13,-949.7
High,HadGEM2-ES,rcp85,14,-964.3
High,HadGEM2-ES,rcp85,15,-899.6
High,HadGEM2-ES,rcp85,16,-879.3
High,HadGEM2-ES,rcp85,17,-946.6
High,HadGEM2-ES,rcp85,18,-913.4
High,HadGEM2-ES,rcp85,19,-949
High,HadGEM2-ES,rcp85,20,-943.2
High,HadGEM2-ES,rcp85,21,-930
High,HadGEM2-ES,rcp85,22,-912.2
High,HadGEM2-ES,rcp85,23,-975.8
High,HadGEM2-ES,rcp85,24,-931.3
High,HadGEM2-ES,rcp85,25,-895.1
High,HadGEM2-ES,rcp85,26,-926.6
High,HadGEM2-ES,rcp85,27,-890.4
High,HadGEM2-ES,rcp85,28,-911.1
High,HadGEM2-ES,rcp85,29,-907.9
High,HadGEM2-ES,rcp85,30,-942.4
High,HadGEM2-ES,rcp85,31,-914.6
High,HadGEM2-ES,rcp85,32,-867.2
High,HadGEM2-ES,rcp85,33,-930.4
High,HadGEM2-ES,rcp85,34,-863.6
High,HadGEM2-ES,rcp85,35,-876.8
High,HadGEM2-ES,rcp85,36,-861.2
High,HadGEM2-ES,rcp85,37,-904.3
High,HadGEM2-ES,rcp85,38,-928.7
High,HadGEM2-ES,rcp85,39,-911.4
High,HadGEM2-ES,rcp85,40,-926.6
High,HadGEM2-ES,rcp85,41,-918.6
High,HadGEM2-ES,rcp85,42,-869.6
High,HadGEM2-ES,rcp85,43,-890.2
High,HadGEM2-ES,rcp85,44,-913.4
High,HadGEM2-ES,rcp85,45,-874.3
High,HadGEM2-ES,rcp85,46,-913.9
High,HadGEM2-ES,rcp85,47,-925
High,HadGEM2-ES,rcp85,48,-912
High,HadGEM2-ES,rcp85,49,-902.7
High,HadGEM2-ES,rcp85,50,-935.3
High,HadGEM2-ES,rcp85,51,-910.4
High,HadGEM2-ES,rcp85,52,-925.2
High,HadGEM2-ES,rcp85,53,-907.1
High,HadGEM2-ES,rcp85,54,-907
High,HadGEM2-ES,rcp85,55,-925.7
High,HadGEM2-ES,rcp85,56,-910.6
High,HadGEM2-ES,rcp85,57,-929.9
High,HadGEM2-ES,rcp85,58,-951.7
High,HadGEM2-ES,rcp85,59,-894.8
High,HadGEM2-ES,rcp85,60,-904.6
High,HadGEM2-ES,rcp85,61,-929.8
High,HadGEM2-ES,rcp85,62,-899.3
High,HadGEM2-ES,rcp85,63,-931.7
High,HadGEM2-ES,rcp85,64,-924.1
High,HadGEM2-ES,rcp85,65,-886.9
High,HadGEM2-ES,rcp85,66,-879.7
High,HadGEM2-ES,rcp85,67,-875.5
High,HadGEM2-ES,rcp85,68,-919.1
High,HadGEM2-ES,rcp85,69,-932.6
High,HadGEM2-ES,rcp85,70,-907.4
High,HadGEM2-ES,rcp85,71,-919.7
High,HadGEM2-ES,rcp85,72,-924.6
High,HadGEM2-ES,rcp85,73,-899.8
High,HadGEM2-ES,rcp85,74,-913.9
High,HadGEM2-ES,rcp85,75,-926.9
High,HadGEM2-ES,rcp85,76,-904.9
High,HadGEM2-ES,rcp85,77,-912.3
High,HadGEM2-ES,rcp85,78,-934.6
High,HadGEM2-ES,rcp85,79,-930.9
High,HadGEM2-ES,rcp85,80,-886
High,HadGEM2-ES,rcp85,81,-899.3
High,HadGEM2-ES,rcp85,82,-942.2
High,HadGEM2-ES,rcp85,83,-932.2
High,HadGEM2-ES,rcp85,84,-947.9
High,HadGEM2-ES,rcp85,85,-855.2
High,HadGEM2-ES,rcp85,86,-944.5
High,HadGEM2-ES,rcp85,87,-949.9
High,HadGEM2-ES,rcp85,88,-926.8
High,HadGEM2-ES,rcp85,89,-885.9
High,HadGEM2-ES,rcp85,90,-902.7
High,HadGEM2-ES,rcp85,91,-929.5
High,HadGEM2-ES,rcp85,92,-910.1
High,HadGEM2-ES,rcp85,93,-931.6
High,HadGEM2-ES,rcp85,94,-903.5
High,HadGEM2-ES,rcp85,95,-917.6
High,HadGEM2-ES,rcp85,96,-927.4
High,HadGEM2-ES,rcp85,97,-916.9
High,HadGEM2-ES,rcp85,98,-914.6
High,HadGEM2-ES,rcp85,99,-948.7
High,HadGEM2-ES,rcp85,100,-893.4
High,MIROC5,rcp45,1,-741.1
High,MIROC5,rcp45,2,-756.4
High,MIROC5,rcp45,3,-730.7
High,MIROC5,rcp45,4,-756.7
High,MIROC5,rcp45,5,-735
High,MIROC5,rcp45,6,-733.3
High,MIROC5,rcp45,7,-725.5
High,MIROC5,rcp45,8,-720.3
High,MIROC5,rcp45,9,-738.6
High,MIROC5,rcp45,10,-760.2
High,MIROC5,rcp45,11,-744.2
High,MIROC5,rcp45,12,-729.2
High,MIROC5,rcp45,13,-746.7
High,MIROC5,rcp45,14,-703.9
High,MIROC5,rcp45,15,-756.3
High,MIROC5,rcp45,16,-733.1
High,MIROC5,rcp45,17,-778.5
High,MIROC5,rcp45,18,-769.2
High,MIROC5,rcp45,19,-767.1
High,MIROC5,rcp45,20,-754.2
High,MIROC5,rcp45,21,-717.7
High,MIROC5,rcp45,22,-745.6
High,MIROC5,rcp45,23,-727.4
High,MIROC5,rcp45,24,-745.9
High,MIROC5,rcp45,25,-765.8
High,MIROC5,rcp45,26,-737.5
High,MIROC5,rcp45,27,-761.1
High,MIROC5,rcp45,28,-726.9
High,MIROC5,rcp45,29,-719.9
High,MIROC5,rcp45,30,-753.7
High,MIROC5,rcp45,31,-722.6
High,MIROC5,rcp45,32,-749.1
High,MIROC5,rcp45,33,-726.6
High,MIROC5,rcp45,34,-726.6
High,MIROC5,rcp45,35,-744
High,MIROC5,rcp45,36,-745
High,MIROC5,rcp45,37,-719.6
High,MIROC5,rcp45,38,-730.5
High,MIROC5,rcp45,39,-769.4
High,MIROC5,rcp45,40,-751.5
High,MIROC5,rcp45,41,-734.8
High,MIROC5,rcp45,42,-753.7
High,MIROC5,rcp45,43,-753.5
High,MIROC5,rcp45,44,-738.3
High,MIROC5,rcp45,45,-768.6
High,MIROC5,rcp45,46,-737.9
High,MIROC5,rcp45,47,-753.1
High,MIROC5,rcp45,48,-762.1
High,MIROC5,rcp45,49,-754.6
High,MIROC5,rcp45,50,-726.6
High,MIROC5,rcp45,51,-737.5
High,MIROC5,rcp45,52,-748.7
High,MIROC5,rcp45,53,-733.6
High,MIROC5,rcp45,54,-720.2
High,MIROC5,rcp45,55,-763.4
High,MIROC5,rcp45,56,-781.8
High,MIROC5,rcp45,57,-770.9
High,MIROC5,rcp45,58,-742.3
High,MIROC5,rcp45,59,-760.4
High,MIROC5,rcp45,60,-739.4
High,MIROC5,rcp45,61,-711.8
High,MIROC5,rcp45,62,-766.4
High,MIROC5,rcp45,63,-724.9
High,MIROC5,rcp45,64,-764
High,MIROC5,rcp45,65,-781.7
High,MIROC5,rcp45,66,-771.4
High,MIROC5,rcp45,67,-754.6
High,MIROC5,rcp45,68,-784.9
High,MIROC5,rcp45,69,-707.4
High,MIROC5,rcp45,70,-746.9
High,MIROC5,rcp45,71,-763.2
High,MIROC5,rcp45,72,-736.2
High,MIROC5,rcp45,73,-751.1
High,MIROC5,rcp45,74,-762
High,MIROC5,rcp45,75,-738.2
High,MIROC5,rcp45,76,-756.9
High,MIROC5,rcp45,77,-757.9
High,MIROC5,rcp45,78,-728
High,MIROC5,rcp45,79,-739.6
High,MIROC5,rcp45,80,-772.4
High,MIROC5,rcp45,81,-749.2
High,MIROC5,rcp45,82,-751.6
High,MIROC5,rcp45,83,-749.9
High,MIROC5,rcp45,84,-766.3
High,MIROC5,rcp45,85,-734.1
High,MIROC5,rcp45,86,-724.6
High,MIROC5,rcp45,87,-750.1
High,MIROC5,rcp45,88,-758.2
High,MIROC5,rcp45,89,-729.3
High,MIROC5,rcp45,90,-763.8
High,MIROC5,rcp45,91,-755.5
High,MIROC5,rcp45,92,-719.9
High,MIROC5,rcp45,93,-769
High,MIROC5,rcp45,94,-776
High,MIROC5,rcp45,95,-751.9
High,MIROC5,rcp45,96,-726.6
High,MIROC5,rcp45,97,-764.8
High,MIROC5,rcp45,98,-736.5
High,MIROC5,rcp45,99,-754.9
High,MIROC5,rcp45,100,-764.2
High,MIROC5,rcp85,1,-833.5
High,MIROC5,rcp85,2,-786.5
High,MIROC5,rcp85,3,-843.3
High,MIROC5,rcp85,4,-839.4
High,MIROC5,rcp85,5,-837
High,MIROC5,rcp85,6,-815.7
High,MIROC5,rcp85,7,-864
High,MIROC5,rcp85,8,-907.5
High,MIROC5,rcp85,9,-820.2
High,MIROC5,rcp85,10,-849.2
High,MIROC5,rcp85,11,-839.7
High,MIROC5,rcp85,12,-884.5
High,MIROC5,rcp85,13,-836.5
High,MIROC5,rcp85,14,-805
High,MIROC5,rcp85,15,-838.5
High,MIROC5,rcp85,16,-825.1
High,MIROC5,rcp85,17,-884.8
High,MIROC5,rcp85,18,-805.7
High,MIROC5,rcp85,19,-853.7
High,MIROC5,rcp85,20,-843
High,MIROC5,rcp85,21,-858.5
High,MIROC5,rcp85,22,-845.8
High,MIROC5,rcp85,23,-838.4
High,MIROC5,rcp85,24,-829.7
High,MIROC5,rcp85,25,-857.8
High,MIROC5,rcp85,26,-862
High,MIROC5,rcp85,27,-819.7
High,MIROC5,rcp85,28,-865.3
High,MIROC5,rcp85,29,-857.7
High,MIROC5,rcp85,30,-821.1
High,MIROC5,rcp85,31,-846.7
High,MIROC5,rcp85,32,-861.9
High,MIROC5,rcp85,33,-835.9
High,MIROC5,rcp85,34,-854.3
High,MIROC5,rcp85,35,-844.8
High,MIROC5,rcp85,36,-867.1
High,MIROC5,rcp85,37,-893.7
High,MIROC5,rcp85,38,-842.9
High,MIROC5,rcp85,39,-845.3
High,MIROC5,rcp85,40,-844.1
High,MIROC5,rcp85,41,-845.3
High,MIROC5,rcp85,42,-857.6
High,MIROC5,rcp85,43,-804
High,MIROC5,rcp85,44,-809.7
High,MIROC5,rcp85,45,-829.1
High,MIROC5,rcp85,46,-854.6
High,MIROC5,rcp85,47,-853.1
High,MIROC5,rcp85,48,-868.6
High,MIROC5,rcp85,49,-815.6
High,MIROC5,rcp85,50,-859.5
High,MIROC5,rcp85,51,-857.6
High,MIROC5,rcp85,52,-882.1
High,MIROC5,rcp85,53,-867.9
High,MIROC5,rcp85,54,-863.8
High,MIROC5,rcp85,55,-865.6
High,MIROC5,rcp85,56,-857.8
High,MIROC5,rcp85,57,-866.4
High,MIROC5,rcp85,58,-827.8
High,MIROC5,rcp85,59,-833.4
High,MIROC5,rcp85,60,-844.1
High,MIROC5,rcp85,61,-885.6
High,MIROC5,rcp85,62,-878.4
High,MIROC5,rcp85,63,-856
High,MIROC5,rcp85,64,-865.6
High,MIROC5,rcp85,65,-860
High,MIROC5,rcp85,66,-890.7
High,MIROC5,rcp85,67,-838.2
High,MIROC5,rcp85,68,-797.8
High,MIROC5,rcp85,69,-821.6
High,MIROC5,rcp85,70,-845.2
High,MIROC5,rcp85,71,-850.7
High,MIROC5,rcp85,72,-855.6
High,MIROC5,rcp85,73,-890.7
High,MIROC5,rcp85,74,-809.7
High,MIROC5,rcp85,75,-852.4
High,MIROC5,rcp85,76,-873
High,MIROC5,rcp85,77,-845.6
High,MIROC5,rcp85,78,-871.1
High,MIROC5,rcp85,79,-885.1
High,MIROC5,rcp85,80,-885.6
High,MIROC5,rcp85,81,-837.7
High,MIROC5,rcp85,82,-865
High,MIROC5,rcp85,83,-827.8
High,MIROC5,rcp85,84,-878.9
High,MIROC5,rcp85,85,-797.8
High,MIROC5,rcp85,86,-853.4
High,MIROC5,rcp85,87,-821.7
High,MIROC5,rcp85,88,-815.5
High,MIROC5,rcp85,89,-881.6
High,MIROC5,rcp85,90,-850.3
High,MIROC5,rcp85,91,-852.5
High,MIROC5,rcp85,92,-859.8
High,MIROC5,rcp85,93,-804.9
High,MIROC5,rcp85,94,-849.7
High,MIROC5,rcp85,95,-813.4
High,MIROC5,rcp85,96,-793.1
High,MIROC5,rcp85,97,-828.4
High,MIROC5,rcp85,98,-839.8
High,MIROC5,rcp85,99,-821.7
High,MIROC5,rcp85,100,-872.3
Low,CanESM2,rcp45,1,-153.5
Low,CanESM2,rcp45,2,-134
Low,CanESM2,rcp45,3,-147
Low,CanESM2,rcp45,4,-216.7
Low,CanESM2,rcp45,5,-180.9
Low,CanESM2,rcp45,6,-159.7
Low,CanESM2,rcp45,7,-120
Low,CanESM2,rcp45,8,-101.6
Low,CanESM2,rcp45,9,-122.9
Low,CanESM2,rcp45,10,-155.8
Low,CanESM2,rcp45,11,-147.6
Low,CanESM2,rcp45,12,-147.9
Low,CanESM2,rcp45,13,-143.5
Low,CanESM2,rcp45,14,-125.1
Low,CanESM2,rcp45,15,-162.6
Low,CanESM2,rcp45,16,-176
Low,CanESM2,rcp45,17,-157.6
Low,CanESM2,rcp45,18,-192.2
Low,CanESM2,rcp45,19,-169
