LUC,GCM,RCP,Timestep,Mean,Lower,Upper
BAU,CanESM2,rcp45,2001,4823.131015209271,4823.131015209271,4823.131015209271
BAU,CanESM2,rcp45,2002,4795.0480939309,4794.509340480638,4795.610940959572
BAU,CanESM2,rcp45,2003,4787.952991340645,4787.078431350864,4788.9266175826815
BAU,CanESM2,rcp45,2004,4797.010461269998,4795.476902403057,4798.544415986875
BAU,CanESM2,rcp45,2005,4839.804019843013,4837.4945356981125,4842.263921120257
BAU,CanESM2,rcp45,2006,4845.038974116247,4841.8615634629205,4848.177390657027
BAU,CanESM2,rcp45,2007,4794.430989123663,4790.561640714438,4798.103245793125
BAU,CanESM2,rcp45,2008,4758.6090313142,4753.406126933879,4763.584475314531
BAU,CanESM2,rcp45,2009,4741.944234766217,4736.033895497951,4748.057484221968
BAU,CanESM2,rcp45,2010,4807.72754267373,4799.741299604959,4815.192224437476
BAU,CanESM2,rcp45,2011,4806.274779027329,4797.290028313834,4815.162688167367
BAU,CanESM2,rcp45,2012,4801.229212469406,4790.519868051578,4811.473875846166
BAU,CanESM2,rcp45,2013,4712.2224181563515,4701.419275352389,4723.048544508162
BAU,CanESM2,rcp45,2014,4692.3702097050445,4678.88689015612,4705.46227045043
BAU,CanESM2,rcp45,2015,4645.511661323013,4630.83295993793,4662.300365917037
BAU,CanESM2,rcp45,2016,4681.789954638414,4663.904817882962,4702.469096004469
BAU,CanESM2,rcp45,2017,4634.04930694249,4611.326558887146,4659.935479382316
BAU,CanESM2,rcp45,2018,4616.700221133694,4589.964476902722,4640.98133049056
BAU,CanESM2,rcp45,2019,4655.864167698199,4626.935645014337,4685.302881762097
BAU,CanESM2,rcp45,2020,4667.590290537705,4634.899916240507,4698.0359873785865
BAU,CanESM2,rcp45,2021,4682.966343684008,4650.691741734418,4714.889034932193
BAU,CanESM2,rcp45,2022,4714.967761349694,4676.691745025492,4754.609583959564
BAU,CanESM2,rcp45,2023,4711.641466162819,4668.894922887395,4755.541515204149
BAU,CanESM2,rcp45,2024,4690.434504129203,4645.158965299565,4739.148815365021
BAU,CanESM2,rcp45,2025,4727.089337342227,4680.089439626707,4781.51289389378
BAU,CanESM2,rcp45,2026,4724.743844813963,4673.745146992043,4782.1442866933285
BAU,CanESM2,rcp45,2027,4696.232261111018,4642.066193628435,4752.100447215217
BAU,CanESM2,rcp45,2028,4693.039641267107,4635.606242790148,4755.125132702915
BAU,CanESM2,rcp45,2029,4707.448334450213,4645.997484925019,4771.140068283874
BAU,CanESM2,rcp45,2030,4720.577322991347,4651.988692152151,4788.189004165599
BAU,CanESM2,rcp45,2031,4748.87469504293,4671.873631159586,4819.778973299519
BAU,CanESM2,rcp45,2032,4702.526508455201,4625.344586635914,4776.3799198891475
BAU,CanESM2,rcp45,2033,4681.56880373488,4603.561714549075,4758.524762795176
BAU,CanESM2,rcp45,2034,4700.821931147321,4621.183588426718,4784.43138846848
BAU,CanESM2,rcp45,2035,4655.156219647717,4572.742966805431,4739.475914301516
BAU,CanESM2,rcp45,2036,4658.602450410954,4571.816295553613,4746.120082506909
BAU,CanESM2,rcp45,2037,4618.446376991476,4531.092664246308,4706.028367934059
BAU,CanESM2,rcp45,2038,4618.429203920881,4527.323340565785,4711.7052243685675
BAU,CanESM2,rcp45,2039,4629.57232026957,4532.325623406257,4726.020421133741
BAU,CanESM2,rcp45,2040,4653.890114264919,4552.62699893644,4755.007642400957
BAU,CanESM2,rcp45,2041,4709.653787442293,4603.268109734665,4816.962876938173
BAU,CanESM2,rcp45,2042,4726.456367938108,4612.3511904536545,4838.728582763359
BAU,CanESM2,rcp45,2043,4750.368149154215,4632.051457769762,4868.728961508997
BAU,CanESM2,rcp45,2044,4737.390820935199,4610.6802015328185,4856.101742128331
BAU,CanESM2,rcp45,2045,4723.778608020706,4597.108306004708,4847.298511307127
BAU,CanESM2,rcp45,2046,4693.8159078005165,4563.190288412712,4820.101703339019
BAU,CanESM2,rcp45,2047,4710.615585645158,4571.567652713747,4844.815562993959
BAU,CanESM2,rcp45,2048,4692.389179890328,4551.540407688296,4830.758408214316
BAU,CanESM2,rcp45,2049,4680.84019813546,4533.638916150973,4823.357842744606
BAU,CanESM2,rcp45,2050,4657.970021005071,4507.676092213268,4802.894012048147
BAU,CanESM2,rcp45,2051,4637.167563499904,4485.728134987611,4782.707804115611
BAU,CanESM2,rcp45,2052,4643.564204250722,4487.6722815136245,4791.929230012372
BAU,CanESM2,rcp45,2053,4626.781616986263,4469.350605539967,4777.833152778384
BAU,CanESM2,rcp45,2054,4633.629523870973,4469.961598770626,4789.324825395481
BAU,CanESM2,rcp45,2055,4684.278397652291,4510.856873110954,4850.650677367629
BAU,CanESM2,rcp45,2056,4736.358005333601,4552.578354119583,4911.333347723314
BAU,CanESM2,rcp45,2057,4699.714760072319,4518.015660129815,4875.657162511305
BAU,CanESM2,rcp45,2058,4710.495377717857,4521.09720512366,4890.383569274897
BAU,CanESM2,rcp45,2059,4663.066114343644,4471.99568086028,4843.050147805904
BAU,CanESM2,rcp45,2060,4654.523690027262,4460.478120292167,4837.043451243784
BAU,CanESM2,rcp45,2061,4675.520187357613,4478.093222114326,4859.829310410981
BAU,CanESM2,rcp45,2062,4666.187865324748,4466.741721903235,4852.419554496244
BAU,CanESM2,rcp45,2063,4699.191800604608,4492.937159918798,4894.539297733688
BAU,CanESM2,rcp45,2064,4739.926214224322,4527.443896511058,4941.985317659492
BAU,CanESM2,rcp45,2065,4751.282462516147,4535.234075405669,4955.2761538307805
BAU,CanESM2,rcp45,2066,4791.1708079220725,4568.925605732616,5000.0927729172445
BAU,CanESM2,rcp45,2067,4795.397181524281,4571.303396137305,5007.699667734318
BAU,CanESM2,rcp45,2068,4818.430541548122,4590.286437713223,5033.8267363257
BAU,CanESM2,rcp45,2069,4743.062585930607,4518.620321805892,4958.930185629852
BAU,CanESM2,rcp45,2070,4777.560011446854,4543.954424738303,4995.075571107041
BAU,CanESM2,rcp45,2071,4785.267924371161,4544.553861918559,5009.626470037091
BAU,CanESM2,rcp45,2072,4724.644210713294,4488.799665998547,4951.0118739653635
BAU,CanESM2,rcp45,2073,4709.239770569461,4471.698935110181,4936.812191541271
BAU,CanESM2,rcp45,2074,4707.312417347463,4463.553070495757,4937.222361930026
BAU,CanESM2,rcp45,2075,4752.376776935935,4500.700866877415,4989.592266828598
BAU,CanESM2,rcp45,2076,4759.418206466597,4501.2510576313625,4999.941265156002
BAU,CanESM2,rcp45,2077,4775.373991987335,4513.292132425987,5020.089154809901
BAU,CanESM2,rcp45,2078,4852.434903717511,4577.240069600191,5103.898413660846
BAU,CanESM2,rcp45,2079,4876.486173497539,4599.084416439273,5132.851042172098
BAU,CanESM2,rcp45,2080,4820.368225986957,4547.932488775093,5080.122814623955
BAU,CanESM2,rcp45,2081,4832.865478400092,4556.188496861833,5099.61388846984
BAU,CanESM2,rcp45,2082,4882.292472892251,4599.961709299766,5159.246796459643
BAU,CanESM2,rcp45,2083,4818.289577278998,4536.788762913952,5094.771933368029
BAU,CanESM2,rcp45,2084,4809.540411297432,4526.399922822575,5085.33852509878
BAU,CanESM2,rcp45,2085,4849.183858582932,4560.456914321968,5136.664534599224
BAU,CanESM2,rcp45,2086,4832.921884347117,4548.981268910213,5123.393298972946
BAU,CanESM2,rcp45,2087,4892.866674056318,4598.846627425529,5192.0014573250555
BAU,CanESM2,rcp45,2088,4894.433925814039,4599.265767324698,5197.415002009264
BAU,CanESM2,rcp45,2089,4881.81554160539,4586.616267323236,5187.527798176906
BAU,CanESM2,rcp45,2090,4814.123518818937,4517.59245966583,5114.724250334221
BAU,CanESM2,rcp45,2091,4788.331469386915,4496.358987632565,5089.506780853394
BAU,CanESM2,rcp45,2092,4818.7864061825885,4523.16581631153,5122.564348225151
BAU,CanESM2,rcp45,2093,4845.4177316508485,4545.467659953045,5161.466146946257
BAU,CanESM2,rcp45,2094,4841.172634551283,4537.749425008166,5161.839180837501
BAU,CanESM2,rcp45,2095,4794.186301275974,4490.942905035591,5110.793313005083
BAU,CanESM2,rcp45,2096,4759.348385063471,4451.769602050473,5075.363283392597
BAU,CanESM2,rcp45,2097,4777.10987611647,4467.706134415278,5096.813123471682
BAU,CanESM2,rcp45,2098,4821.969047352206,4505.571374502993,5149.864387041068
BAU,CanESM2,rcp45,2099,4796.942138146721,4481.12552840088,5118.743978034128
BAU,CanESM2,rcp45,2100,4790.176585784838,4473.00172339706,5114.001833637189
BAU,CanESM2,rcp45,2101,4784.449270601143,4465.266015960912,5109.993129442138
BAU,CanESM2,rcp85,2001,4823.131015209271,4823.131015209271,4823.131015209271
BAU,CanESM2,rcp85,2002,4795.102685045836,4794.488541140714,4795.764054826032
BAU,CanESM2,rcp85,2003,4788.039264345746,4787.008971989184,4789.047988178947
BAU,CanESM2,rcp85,2004,4797.101117127154,4795.530711018782,4798.497964115441
BAU,CanESM2,rcp85,2005,4839.931546093589,4837.440924085334,4842.236691681995
BAU,CanESM2,rcp85,2006,4845.171841506999,4841.765474225776,4848.213729882962
BAU,CanESM2,rcp85,2007,4794.553763939939,4790.643128706934,4798.367931074565
BAU,CanESM2,rcp85,2008,4758.795928989022,4753.9951293254235,4763.744322769537
BAU,CanESM2,rcp85,2009,4742.119370500672,4736.359404090264,4747.946605670476
BAU,CanESM2,rcp85,2010,4807.957902213065,4800.330606381031,4815.935340279685
BAU,CanESM2,rcp85,2011,4806.457174950892,4797.370126943837,4815.260745840153
BAU,CanESM2,rcp85,2012,4801.431125259017,4791.012542694863,4811.715875831375
BAU,CanESM2,rcp85,2013,4712.469686909784,4701.381463230741,4723.5594218390615
BAU,CanESM2,rcp85,2014,4692.475278514755,4678.9465523384115,4705.7829959843875
BAU,CanESM2,rcp85,2015,4645.710690879516,4630.873973353882,4661.380095926916
BAU,CanESM2,rcp85,2016,4617.869428163976,4600.580596176239,4636.172625155331
BAU,CanESM2,rcp85,2017,4581.857723102579,4558.261337275332,4601.321500797347
BAU,CanESM2,rcp85,2018,4607.901383424702,4579.7197750955165,4631.504596259853
BAU,CanESM2,rcp85,2019,4657.762372540282,4625.683202724648,4685.731198477916
BAU,CanESM2,rcp85,2020,4725.535272710145,4687.96098326624,4757.590354045129
BAU,CanESM2,rcp85,2021,4682.327051749773,4642.995714114634,4715.872148722485
BAU,CanESM2,rcp85,2022,4624.972014577681,4586.749435910491,4660.351603097787
BAU,CanESM2,rcp85,2023,4643.0286399576225,4600.654096697092,4681.477697849711
BAU,CanESM2,rcp85,2024,4713.31086177688,4665.593297696882,4760.382204078403
BAU,CanESM2,rcp85,2025,4745.97647297083,4685.717577330028,4798.123081465172
BAU,CanESM2,rcp85,2026,4747.859323860239,4684.152427446976,4804.820552381073
BAU,CanESM2,rcp85,2027,4694.6703586659805,4627.798571147624,4750.568478372106
BAU,CanESM2,rcp85,2028,4695.839798659728,4626.206251630405,4753.384988864263
BAU,CanESM2,rcp85,2029,4675.593690837905,4607.0414227757155,4740.867685052833
BAU,CanESM2,rcp85,2030,4630.069521370511,4557.221329800988,4696.267385697089
BAU,CanESM2,rcp85,2031,4603.172759643044,4532.408502548429,4676.238826053727
BAU,CanESM2,rcp85,2032,4645.384207466817,4566.819416098053,4724.369003953425
BAU,CanESM2,rcp85,2033,4640.467307833407,4560.487310756661,4721.920261611799
BAU,CanESM2,rcp85,2034,4647.649778381936,4561.647423996694,4730.132790631134
BAU,CanESM2,rcp85,2035,4650.988086847073,4562.063537516215,4741.3667411327015
BAU,CanESM2,rcp85,2036,4673.208887631452,4577.432457095703,4767.1205233493565
BAU,CanESM2,rcp85,2037,4613.448114418854,4516.933303142943,4709.481412064521
BAU,CanESM2,rcp85,2038,4621.070372108559,4522.058502957717,4722.774638803846
BAU,CanESM2,rcp85,2039,4631.635517641079,4523.403226570949,4734.280993049546
BAU,CanESM2,rcp85,2040,4691.389658468006,4575.127314209819,4805.150487335039
BAU,CanESM2,rcp85,2041,4689.029220288048,4566.637458864345,4807.042074957512
BAU,CanESM2,rcp85,2042,4680.829967888961,4554.097648090891,4802.832811620715
BAU,CanESM2,rcp85,2043,4756.218426743699,4617.455062391958,4887.036456235273
BAU,CanESM2,rcp85,2044,4753.224761145221,4609.317116658928,4889.90541359918
BAU,CanESM2,rcp85,2045,4805.626217894779,4654.152078712939,4952.147770655411
BAU,CanESM2,rcp85,2046,4772.521266662054,4616.197550797213,4920.028144004486
BAU,CanESM2,rcp85,2047,4771.728477793664,4612.051890190989,4926.111803951689
BAU,CanESM2,rcp85,2048,4760.988289572449,4597.383240845654,4922.061482999926
BAU,CanESM2,rcp85,2049,4740.147543736166,4574.845026602524,4904.982232685984
BAU,CanESM2,rcp85,2050,4786.987673901846,4607.352871783315,4961.994111399082
BAU,CanESM2,rcp85,2051,4804.683651634769,4610.9384586783535,4989.467914994633
BAU,CanESM2,rcp85,2052,4771.750361492653,4573.697859733572,4963.5259176981735
BAU,CanESM2,rcp85,2053,4795.9503765416675,4590.885243414946,4995.16769369789
BAU,CanESM2,rcp85,2054,4843.205712238765,4621.158203487438,5054.078531105629
BAU,CanESM2,rcp85,2055,4897.321703639544,4661.158640685526,5121.031413249051
BAU,CanESM2,rcp85,2056,4966.308555701886,4713.566497767672,5203.576826563425
BAU,CanESM2,rcp85,2057,4972.592673323889,4711.331500241538,5220.297384148669
BAU,CanESM2,rcp85,2058,5015.765840495853,4748.481380984359,5280.818587904385
BAU,CanESM2,rcp85,2059,5100.254947551559,4811.906940139094,5378.597393585567
BAU,CanESM2,rcp85,2060,5160.433472822113,4857.64799240213,5455.821572126602
BAU,CanESM2,rcp85,2061,5091.545461523815,4789.338728642757,5390.517062527917
BAU,CanESM2,rcp85,2062,5032.1221705031,4728.712292397693,5336.025124164602
BAU,CanESM2,rcp85,2063,4958.89444838448,4657.680251975859,5258.756343503163
BAU,CanESM2,rcp85,2064,4987.087499431885,4676.719662357366,5298.562604859547
BAU,CanESM2,rcp85,2065,5090.548407736626,4756.24383266568,5419.034934497649
BAU,CanESM2,rcp85,2066,5062.147788371868,4721.113242135488,5399.999512416744
BAU,CanESM2,rcp85,2067,5013.5735223743595,4665.717533718342,5356.362981907217
BAU,CanESM2,rcp85,2068,5108.07202678909,4735.74875933572,5473.188947456591
BAU,CanESM2,rcp85,2069,5120.866439296145,4732.447617319929,5495.886938516767
BAU,CanESM2,rcp85,2070,5131.122074056838,4732.04547075042,5523.035174516017
BAU,CanESM2,rcp85,2071,5146.010936812897,4734.937631179206,5550.04344194371
BAU,CanESM2,rcp85,2072,5133.46792583101,4714.734172588182,5552.750168167665
BAU,CanESM2,rcp85,2073,5093.290599151802,4669.116551863071,5516.896071505079
BAU,CanESM2,rcp85,2074,5082.147377933601,4650.77145709694,5515.271996523371
BAU,CanESM2,rcp85,2075,5065.222589778907,4623.902414424877,5505.312418673858
BAU,CanESM2,rcp85,2076,5089.310560231878,4631.031465241692,5542.892246454098
BAU,CanESM2,rcp85,2077,5186.30495196497,4701.353514310038,5670.249858589777
BAU,CanESM2,rcp85,2078,5221.035789585253,4717.218942583399,5731.688650906832
BAU,CanESM2,rcp85,2079,5178.228882512547,4668.933984674295,5696.287107124084
BAU,CanESM2,rcp85,2080,5281.470601003283,4747.086366672358,5830.733578210013
BAU,CanESM2,rcp85,2081,5383.5951279294,4824.2995546035845,5959.706449275156
BAU,CanESM2,rcp85,2082,5431.869704913539,4849.558236952128,6033.230687164519
BAU,CanESM2,rcp85,2083,5337.537728222913,4764.6508374483,5940.371999355509
BAU,CanESM2,rcp85,2084,5441.451806305433,4837.97820911308,6080.070610761791
BAU,CanESM2,rcp85,2085,5489.598511347816,4867.13728171273,6149.585865467946
BAU,CanESM2,rcp85,2086,5458.691967719047,4833.037917508551,6120.453740670387
BAU,CanESM2,rcp85,2087,5389.478749864651,4765.972759246785,6050.706155525412
BAU,CanESM2,rcp85,2088,5511.515589548643,4853.118577726987,6205.209316742127
BAU,CanESM2,rcp85,2089,5589.08041210049,4903.218652995273,6307.800805057265
BAU,CanESM2,rcp85,2090,5563.853896029077,4869.463386714608,6288.649301625271
BAU,CanESM2,rcp85,2091,5569.2667944631685,4863.84418170438,6315.58394184188
BAU,CanESM2,rcp85,2092,5664.280913165834,4926.119559913784,6444.266209520567
BAU,CanESM2,rcp85,2093,5629.118391944113,4888.559467811867,6411.6980231670295
BAU,CanESM2,rcp85,2094,5617.89255417893,4863.868821119795,6405.737831378234
BAU,CanESM2,rcp85,2095,5639.895378791954,4863.543842657065,6437.261730350829
BAU,CanESM2,rcp85,2096,5537.000651489426,4770.386853724322,6317.636469978265
BAU,CanESM2,rcp85,2097,5547.979686526722,4766.7370630552805,6347.632253183163
BAU,CanESM2,rcp85,2098,5596.939840233992,4797.987994391069,6411.002973373588
BAU,CanESM2,rcp85,2099,5665.83939623625,4836.354815921116,6505.062682650772
BAU,CanESM2,rcp85,2100,5722.8235350818695,4868.016833171483,6583.116762783958
BAU,CanESM2,rcp85,2101,5779.691066732446,4896.327801125294,6665.325798094314
BAU,CanESM2,rcp85-600,2001,4823.131015209271,4823.131015209271,4823.131015209271
BAU,CanESM2,rcp85-600,2002,4795.11263713084,4794.49915756337,4796.0289919423685
BAU,CanESM2,rcp85-600,2003,4788.007796853885,4787.074374037767,4789.022956926378
BAU,CanESM2,rcp85-600,2004,4797.017884571841,4795.47113824625,4798.536729671344
BAU,CanESM2,rcp85-600,2005,4839.784141771436,4837.4275677597525,4842.250729843832
BAU,CanESM2,rcp85-600,2006,4845.049397208158,4841.294664236403,4848.46349982913
BAU,CanESM2,rcp85-600,2007,4794.438527880987,4790.207111655626,4798.432005044596
BAU,CanESM2,rcp85-600,2008,4758.619267273906,4753.752781152822,4763.5009475193765
BAU,CanESM2,rcp85-600,2009,4741.949675414018,4736.023301149582,4747.963078331981
BAU,CanESM2,rcp85-600,2010,4807.754644813536,4799.7372187942865,4815.572173120735
BAU,CanESM2,rcp85-600,2011,4806.21321122799,4797.386175054427,4815.019880763936
BAU,CanESM2,rcp85-600,2012,4801.231093010532,4791.055518174366,4811.525072311062
BAU,CanESM2,rcp85-600,2013,4712.261017294562,4701.125988709105,4723.818222530125
BAU,CanESM2,rcp85-600,2014,4692.224105452768,4679.14920624766,4704.920470393969
BAU,CanESM2,rcp85-600,2015,4645.608021963658,4630.406748867404,4661.1843610282685
BAU,CanESM2,rcp85-600,2016,4618.020179975127,4601.40142088264,4635.190757305948
BAU,CanESM2,rcp85-600,2017,4580.98518087105,4561.401589107842,4600.917509155683
BAU,CanESM2,rcp85-600,2018,4607.370913876614,4581.76301962685,4632.532305613548
BAU,CanESM2,rcp85-600,2019,4661.024589473274,4631.044980029033,4692.606696952574
BAU,CanESM2,rcp85-600,2020,4727.860223444961,4694.113441417127,4766.985759960023
BAU,CanESM2,rcp85-600,2021,4685.11351226449,4650.614585399383,4723.771454865217
BAU,CanESM2,rcp85-600,2022,4629.961864012511,4593.424110639357,4668.590504578089
BAU,CanESM2,rcp85-600,2023,4651.653732848727,4612.985758075538,4695.382944336887
BAU,CanESM2,rcp85-600,2024,4722.616764445131,4678.00592986424,4770.464478976141
BAU,CanESM2,rcp85-600,2025,4748.797262696748,4699.304573029326,4802.183484664028
BAU,CanESM2,rcp85-600,2026,4744.935383619058,4691.1921458733805,4802.485981323224
BAU,CanESM2,rcp85-600,2027,4690.1370660301445,4635.519985594113,4748.262591043899
BAU,CanESM2,rcp85-600,2028,4689.393698188466,4629.602404077338,4749.7960255458365
BAU,CanESM2,rcp85-600,2029,4667.701814346978,4605.514133291674,4731.447552912593
BAU,CanESM2,rcp85-600,2030,4619.667350967404,4553.5113790537525,4683.673693969609
BAU,CanESM2,rcp85-600,2031,4589.790537182315,4519.6934168660655,4656.4820323475005
BAU,CanESM2,rcp85-600,2032,4628.290201722723,4551.344307584151,4702.9369344815705
BAU,CanESM2,rcp85-600,2033,4619.323081512522,4538.536972888762,4697.104644436929
BAU,CanESM2,rcp85-600,2034,4625.240861770621,4542.847811257136,4708.484359349718
BAU,CanESM2,rcp85-600,2035,4628.325392379692,4543.34673188895,4716.311220736722
BAU,CanESM2,rcp85-600,2036,4644.610479058955,4551.674656736725,4735.908832579036
BAU,CanESM2,rcp85-600,2037,4583.903362900686,4491.654060275536,4675.6581198380345
BAU,CanESM2,rcp85-600,2038,4584.627539580776,4482.681678406256,4682.644805031779
BAU,CanESM2,rcp85-600,2039,4590.310363826165,4482.139427498127,4694.574223272553
BAU,CanESM2,rcp85-600,2040,4634.715017840249,4517.094324831559,4748.5257463992475
BAU,CanESM2,rcp85-600,2041,4623.630358266137,4504.716096295056,4743.680639654982
BAU,CanESM2,rcp85-600,2042,4608.330547721286,4483.764646487144,4733.698458864289
BAU,CanESM2,rcp85-600,2043,4671.83897819525,4538.705868964882,4809.477416871466
BAU,CanESM2,rcp85-600,2044,4654.756286514584,4515.689990674008,4798.135938817778
BAU,CanESM2,rcp85-600,2045,4699.250795159637,4550.942794130597,4859.512110266674
BAU,CanESM2,rcp85-600,2046,4665.395400384629,4512.7857596169115,4829.0133607210455
BAU,CanESM2,rcp85-600,2047,4660.990698921241,4506.1737708267365,4833.7659175884555
BAU,CanESM2,rcp85-600,2048,4647.760605418118,4488.824245828135,4824.004213060247
BAU,CanESM2,rcp85-600,2049,4623.177005908752,4461.103908054975,4804.839912769109
BAU,CanESM2,rcp85-600,2050,4671.701975780151,4498.135124947575,4866.140502597142
BAU,CanESM2,rcp85-600,2051,4690.16286886514,4507.528946148261,4898.083879387888
BAU,CanESM2,rcp85-600,2052,4660.423608663341,4473.0248795416765,4874.513772001524
BAU,CanESM2,rcp85-600,2053,4685.707710202691,4490.047810933686,4910.85784012012
BAU,CanESM2,rcp85-600,2054,4732.524645153265,4521.968996197415,4968.431865080588
BAU,CanESM2,rcp85-600,2055,4783.660109046702,4565.224390851227,5035.297936098968
BAU,CanESM2,rcp85-600,2056,4857.1369151757,4622.036073214497,5123.715092864632
BAU,CanESM2,rcp85-600,2057,4866.030615326728,4617.833356021018,5137.018378238177
BAU,CanESM2,rcp85-600,2058,4929.94857029918,4668.51343687977,5215.389161979756
BAU,CanESM2,rcp85-600,2059,5024.363870125317,4737.527687372759,5322.2482553325235
BAU,CanESM2,rcp85-600,2060,5092.342782834565,4787.974939861507,5406.349870406953
BAU,CanESM2,rcp85-600,2061,5023.116611441121,4722.151476664069,5331.87283072705
BAU,CanESM2,rcp85-600,2062,4965.056095290108,4662.348642440203,5274.4175542442135
BAU,CanESM2,rcp85-600,2063,4891.356084131277,4592.542736365656,5198.6547155245835
BAU,CanESM2,rcp85-600,2064,4921.938259947316,4613.028388243729,5239.093902304544
BAU,CanESM2,rcp85-600,2065,5019.972698473102,4692.716202515621,5346.729322394449
BAU,CanESM2,rcp85-600,2066,4991.9691954761165,4659.91662401794,5319.812402481356
BAU,CanESM2,rcp85-600,2067,4949.253185729269,4616.805745679969,5280.6460840393975
BAU,CanESM2,rcp85-600,2068,5038.126153312268,4689.20806910109,5383.411834219992
BAU,CanESM2,rcp85-600,2069,5040.802600529282,4685.725234714791,5393.204359195909
BAU,CanESM2,rcp85-600,2070,5040.039926592533,4679.163696788631,5398.352459462591
BAU,CanESM2,rcp85-600,2071,5051.672154494163,4687.312398675829,5418.036051600907
BAU,CanESM2,rcp85-600,2072,5040.401756231421,4674.75433127811,5413.3535944929945
BAU,CanESM2,rcp85-600,2073,4994.678021082868,4629.177150306412,5363.862627160714
BAU,CanESM2,rcp85-600,2074,4975.577910466158,4604.506201715825,5350.4446799595635
BAU,CanESM2,rcp85-600,2075,4950.372759349925,4575.155120302261,5327.419568132283
BAU,CanESM2,rcp85-600,2076,4964.618637012139,4582.8540604468635,5351.092182268645
BAU,CanESM2,rcp85-600,2077,5045.28342718739,4651.992996146558,5446.937224548222
BAU,CanESM2,rcp85-600,2078,5062.62945499638,4664.51584178892,5471.124127142442
BAU,CanESM2,rcp85-600,2079,5014.890791147971,4621.611533294442,5423.235655606259
BAU,CanESM2,rcp85-600,2080,5097.912966558544,4697.067854217543,5517.181055748471
BAU,CanESM2,rcp85-600,2081,5175.82309609832,4760.216435061506,5603.091325543109
BAU,CanESM2,rcp85-600,2082,5209.80224597263,4789.838942998814,5649.309911272482
BAU,CanESM2,rcp85-600,2083,5129.761627815375,4713.010277686979,5566.293776248129
BAU,CanESM2,rcp85-600,2084,5205.831596723579,4777.023494096568,5657.865132403992
BAU,CanESM2,rcp85-600,2085,5234.507120556196,4800.560749445834,5693.079299967518
BAU,CanESM2,rcp85-600,2086,5193.690878676486,4759.038577679009,5657.679240893119
BAU,CanESM2,rcp85-600,2087,5110.2505199015795,4680.301246057522,5567.981478140486
BAU,CanESM2,rcp85-600,2088,5190.448535891321,4747.606613341633,5665.219583831675
BAU,CanESM2,rcp85-600,2089,5232.439834896931,4781.320560426117,5711.62961402045
BAU,CanESM2,rcp85-600,2090,5190.999304766298,4740.793991566165,5668.613965856234
BAU,CanESM2,rcp85-600,2091,5181.972955036428,4731.411675382149,5658.906485436979
BAU,CanESM2,rcp85-600,2092,5242.836901600445,4778.363958956304,5728.513398313024
BAU,CanESM2,rcp85-600,2093,5190.516738410657,4730.287649815238,5672.688434748791
BAU,CanESM2,rcp85-600,2094,5145.427988614255,4683.732907067763,5630.452014842726
BAU,CanESM2,rcp85-600,2095,5145.888385896585,4681.105998602602,5637.262082047771
BAU,CanESM2,rcp85-600,2096,5032.625290566194,4579.950272324502,5514.066053998548
BAU,CanESM2,rcp85-600,2097,5019.345474843449,4565.145509058447,5495.6858752151275
BAU,CanESM2,rcp85-600,2098,5035.949812810801,4573.3278397012255,5516.990305357255
BAU,CanESM2,rcp85-600,2099,5063.108271662637,4595.184242334817,5536.498376925312
BAU,CanESM2,rcp85-600,2100,5076.994355698921,4600.578465438657,5557.131506075288
BAU,CanESM2,rcp85-600,2101,5092.627829517217,4610.150551602421,5568.630646318735
