Timestep,StockGroup,LULC,Mean,Lower,Upper
2081,Soil,Forest,1444.4,1315.3,1575.6
2081,Soil,Grassland,307.2,260.9,361.8
2081,Soil,Shrubland,308.2,261.4,358.3
2081,Soil,SnowIce,0,0,0
2081,Soil,Water,0,0,0
2081,Soil,Wetland,7.2,4.8,9.5
2082,DOM,Agriculture,9.3,5.7,13.2
2082,DOM,Barren,0,0,0
2082,DOM,Developed,0,0,0
2082,DOM,Forest,500.8,410,627
2082,DOM,Grassland,7.6,4.2,10.8
2082,DOM,Shrubland,21.1,14.5,27.2
2082,DOM,SnowIce,0,0,0
2082,DOM,Water,0,0,0
2082,DOM,Wetland,0.2,0.1,0.2
2082,Live,Agriculture,92.5,68.3,143.1
2082,Live,Barren,0,0,0
2082,Live,Developed,1.3,0.7,1.9
2082,Live,Forest,1176.4,846.9,1409.2
2082,Live,Grassland,14,6.5,20.2
2082,Live,Shrubland,115.5,92.3,160
2082,Live,SnowIce,0,0,0
2082,Live,Water,0,0,0
2082,Live,Wetland,0.4,0.3,0.5
2082,Soil,Agriculture,302.3,261.1,358
2082,Soil,Barren,0,0,0
2082,Soil,Developed,51.6,28.9,69.9
2082,Soil,Forest,1441.2,1310.2,1575
2082,Soil,Grassland,306.2,258.5,361.6
2082,Soil,Shrubland,307.7,260.4,357.8
2082,Soil,SnowIce,0,0,0
2082,Soil,Water,0,0,0
2082,Soil,Wetland,7.3,4.8,9.6
2083,DOM,Agriculture,9.5,5,14.7
2083,DOM,Barren,0,0,0
2083,DOM,Developed,0,0,0
2083,DOM,Forest,496.9,404.5,616.1
2083,DOM,Grassland,8.3,3.6,12.7
2083,DOM,Shrubland,21.1,13.6,28.3
2083,DOM,SnowIce,0,0,0
2083,DOM,Water,0,0,0
2083,DOM,Wetland,0.2,0.1,0.2
2083,Live,Agriculture,91.1,67.8,121
2083,Live,Barren,0,0,0
2083,Live,Developed,1.3,0.7,2
2083,Live,Forest,1172.2,854.5,1398
2083,Live,Grassland,12.3,7.2,19.7
2083,Live,Shrubland,114.8,91.2,148.2
2083,Live,SnowIce,0,0,0
2083,Live,Water,0,0,0
2083,Live,Wetland,0.4,0.3,0.5
2083,Soil,Agriculture,301,258.3,357.7
2083,Soil,Barren,0,0,0
2083,Soil,Developed,52,28.9,70.6
2083,Soil,Forest,1437.9,1303.7,1572.8
2083,Soil,Grassland,305.7,255.6,362
2083,Soil,Shrubland,307.1,259,357.1
2083,Soil,SnowIce,0,0,0
2083,Soil,Water,0,0,0
2083,Soil,Wetland,7.3,4.8,9.6
2084,DOM,Agriculture,9.6,4.5,14.9
2084,DOM,Barren,0,0,0
2084,DOM,Developed,0,0,0
2084,DOM,Forest,492.5,401.8,603.3
2084,DOM,Grassland,8,3.6,12.4
2084,DOM,Shrubland,21.1,12.5,27.2
2084,DOM,SnowIce,0,0,0
2084,DOM,Water,0,0,0
2084,DOM,Wetland,0.2,0.1,0.2
2084,Live,Agriculture,90.5,62.2,141.6
2084,Live,Barren,0,0,0
2084,Live,Developed,1.3,0.7,2
2084,Live,Forest,1174.7,873.7,1416.5
2084,Live,Grassland,12.2,6.4,24.3
2084,Live,Shrubland,113.8,88.2,157.4
2084,Live,SnowIce,0,0,0
2084,Live,Water,0,0,0
2084,Live,Wetland,0.4,0.3,0.6
2084,Soil,Agriculture,299.6,255.6,356.8
2084,Soil,Barren,0,0,0
2084,Soil,Developed,52.4,28.9,71.4
2084,Soil,Forest,1434.5,1296.7,1570.8
2084,Soil,Grassland,304.8,253.5,362
2084,Soil,Shrubland,306.6,257.5,356.6
2084,Soil,SnowIce,0,0,0
2084,Soil,Water,0,0,0
2084,Soil,Wetland,7.4,4.8,9.8
2085,DOM,Agriculture,9.4,5.3,16.1
2085,DOM,Barren,0,0,0
2085,DOM,Developed,0,0,0
2085,DOM,Forest,498.9,403,611.6
2085,DOM,Grassland,7.7,4.6,13.4
2085,DOM,Shrubland,20.8,12.8,26.3
2085,DOM,SnowIce,0,0,0
2085,DOM,Water,0,0,0
2085,DOM,Wetland,0.2,0.1,0.2
2085,Live,Agriculture,91.2,55.7,141.7
2085,Live,Barren,0,0,0
2085,Live,Developed,1.3,0.7,2
2085,Live,Forest,1166.7,893.9,1429
2085,Live,Grassland,12.8,5.8,20.8
2085,Live,Shrubland,114.4,85.4,158
2085,Live,SnowIce,0,0,0
2085,Live,Water,0,0,0
2085,Live,Wetland,0.4,0.3,0.6
2085,Soil,Agriculture,298.1,253.5,356.6
2085,Soil,Barren,0,0,0
2085,Soil,Developed,52.7,29,72.3
2085,Soil,Forest,1431.3,1289.4,1570.1
2085,Soil,Grassland,303.9,252.3,362.7
2085,Soil,Shrubland,306,255.9,356.3
2085,Soil,SnowIce,0,0,0
2085,Soil,Water,0,0,0
2085,Soil,Wetland,7.4,4.9,9.9
2086,DOM,Agriculture,8.9,5.7,13.4
2086,DOM,Barren,0,0,0
2086,DOM,Developed,0,0,0
2086,DOM,Forest,500.1,396.4,621.1
2086,DOM,Grassland,7.3,5.4,10.8
2086,DOM,Shrubland,20.5,13.3,26
2086,DOM,SnowIce,0,0,0
2086,DOM,Water,0,0,0
2086,DOM,Wetland,0.2,0.1,0.2
2086,Live,Agriculture,90.8,60.4,130.1
2086,Live,Barren,0,0,0
2086,Live,Developed,1.3,0.7,2
2086,Live,Forest,1162.3,895.2,1429.3
2086,Live,Grassland,12.3,7,18.7
2086,Live,Shrubland,114.1,86.2,151.4
2086,Live,SnowIce,0,0,0
2086,Live,Water,0,0,0
2086,Live,Wetland,0.4,0.3,0.6
2086,Soil,Agriculture,296.8,252.5,354.9
2086,Soil,Barren,0,0,0
2086,Soil,Developed,53.1,29,73.1
2086,Soil,Forest,1428.1,1283.4,1569.4
2086,Soil,Grassland,303.1,252.4,361
2086,Soil,Shrubland,305.5,254.6,356
2086,Soil,SnowIce,0,0,0
2086,Soil,Water,0,0,0
2086,Soil,Wetland,7.5,4.9,9.9
2087,DOM,Agriculture,9.1,6.3,14.3
2087,DOM,Barren,0,0,0
2087,DOM,Developed,0,0,0
2087,DOM,Forest,506.1,390.4,628.9
2087,DOM,Grassland,7.5,4.8,11.5
2087,DOM,Shrubland,20.5,14.2,25.3
2087,DOM,SnowIce,0,0,0
2087,DOM,Water,0,0,0
2087,DOM,Wetland,0.2,0.1,0.2
2087,Live,Agriculture,94.8,56.6,122.8
2087,Live,Barren,0,0,0
2087,Live,Developed,1.3,0.7,2.1
2087,Live,Forest,1161.3,878.4,1412.8
2087,Live,Grassland,14.3,6.1,22.6
2087,Live,Shrubland,116.1,83.5,142.3
2087,Live,SnowIce,0,0,0
2087,Live,Water,0,0,0
2087,Live,Wetland,0.4,0.3,0.6
2087,Soil,Agriculture,295.2,251.4,354.1
2087,Soil,Barren,0,0,0
2087,Soil,Developed,53.5,29,73.9
2087,Soil,Forest,1424.7,1277.9,1567.2
2087,Soil,Grassland,302.1,251.8,360.6
2087,Soil,Shrubland,304.9,253.5,355.5
2087,Soil,SnowIce,0,0,0
2087,Soil,Water,0,0,0
2087,Soil,Wetland,7.6,4.9,10
2088,DOM,Agriculture,9.7,6.1,16.1
2088,DOM,Barren,0,0,0
2088,DOM,Developed,0,0,0
2088,DOM,Forest,503.5,394.4,626
2088,DOM,Grassland,8.5,3.9,14.1
2088,DOM,Shrubland,20.7,14.4,26.3
2088,DOM,SnowIce,0,0,0
2088,DOM,Water,0,0,0
2088,DOM,Wetland,0.2,0.1,0.2
2088,Live,Agriculture,97.2,71,140.9
2088,Live,Barren,0,0,0
2088,Live,Developed,1.3,0.7,2.1
2088,Live,Forest,1169.3,888.3,1442.5
2088,Live,Grassland,14.3,7,25.8
2088,Live,Shrubland,118.3,95.4,152.3
2088,Live,SnowIce,0,0,0
2088,Live,Water,0,0,0
2088,Live,Wetland,0.4,0.3,0.6
2088,Soil,Agriculture,294,250.5,354.3
2088,Soil,Barren,0,0,0
2088,Soil,Developed,53.8,29.1,75
2088,Soil,Forest,1421.8,1273.9,1565.8
2088,Soil,Grassland,301.7,251.5,362
2088,Soil,Shrubland,304.4,252.7,355.2
2088,Soil,SnowIce,0,0,0
2088,Soil,Water,0,0,0
2088,Soil,Wetland,7.6,4.9,10.2
2089,DOM,Agriculture,10.1,5.7,15
2089,DOM,Barren,0,0,0
2089,DOM,Developed,0,0,0
2089,DOM,Forest,501.2,400.9,615
2089,DOM,Grassland,8.8,4.1,11.8
2089,DOM,Shrubland,21.1,14.5,26.6
2089,DOM,SnowIce,0,0,0
2089,DOM,Water,0,0,0
2089,DOM,Wetland,0.2,0.1,0.2
2089,Live,Agriculture,100.5,65.9,147.8
2089,Live,Barren,0,0,0
2089,Live,Developed,1.3,0.7,2.1
2089,Live,Forest,1180.2,895.3,1471.1
2089,Live,Grassland,14.9,7.5,26.9
2089,Live,Shrubland,121.5,92.7,159.5
2089,Live,SnowIce,0,0,0
2089,Live,Water,0,0,0
2089,Live,Wetland,0.4,0.3,0.6
2089,Soil,Agriculture,293.2,248.2,353.2
2089,Soil,Barren,0,0,0
2089,Soil,Developed,54.2,29.1,75.7
2089,Soil,Forest,1419.3,1269.2,1564.8
2089,Soil,Grassland,301.6,249.1,360.9
2089,Soil,Shrubland,303.9,251.8,355
2089,Soil,SnowIce,0,0,0
2089,Soil,Water,0,0,0
2089,Soil,Wetland,7.7,5,10.3
2090,DOM,Agriculture,10,5.5,14.7
2090,DOM,Barren,0,0,0
2090,DOM,Developed,0,0,0
2090,DOM,Forest,497.7,397.8,609.3
2090,DOM,Grassland,8.6,4.7,11.6
2090,DOM,Shrubland,21.5,14.5,26.7
2090,DOM,SnowIce,0,0,0
2090,DOM,Water,0,0,0
2090,DOM,Wetland,0.2,0.1,0.2
2090,Live,Agriculture,98.8,63.8,141.4
2090,Live,Barren,0,0,0
2090,Live,Developed,1.3,0.7,2.1
2090,Live,Forest,1181.8,895.9,1465.7
2090,Live,Grassland,13,5.5,18.5
2090,Live,Shrubland,119.8,90.1,155.1
2090,Live,SnowIce,0,0,0
2090,Live,Water,0,0,0
2090,Live,Wetland,0.4,0.3,0.6
2090,Soil,Agriculture,292.7,247.3,351.7
2090,Soil,Barren,0,0,0
2090,Soil,Developed,54.6,29.1,76.5
2090,Soil,Forest,1417.1,1265.1,1564.5
2090,Soil,Grassland,301.9,248.9,359.9
2090,Soil,Shrubland,303.7,251.2,354.8
2090,Soil,SnowIce,0,0,0
2090,Soil,Water,0,0,0
2090,Soil,Wetland,7.7,5,10.4
2091,DOM,Agriculture,10,7.3,14.2
2091,DOM,Barren,0,0,0
2091,DOM,Developed,0,0,0
2091,DOM,Forest,492.4,399.7,600.6
2091,DOM,Grassland,8.2,6.4,10.8
2091,DOM,Shrubland,21.7,15.6,26.8
2091,DOM,SnowIce,0,0,0
2091,DOM,Water,0,0,0
2091,DOM,Wetland,0.2,0.1,0.2
2091,Live,Agriculture,94.1,67.9,137.8
2091,Live,Barren,0,0,0
2091,Live,Developed,1.3,0.7,2.1
2091,Live,Forest,1180.6,901,1466.4
2091,Live,Grassland,10.9,7.3,16.9
2091,Live,Shrubland,116.8,90.7,154
2091,Live,SnowIce,0,0,0
2091,Live,Water,0,0,0
2091,Live,Wetland,0.4,0.3,0.6
2091,Soil,Agriculture,291.9,246.5,350.3
2091,Soil,Barren,0,0,0
2091,Soil,Developed,54.9,29.2,77.4
2091,Soil,Forest,1414.9,1260.6,1564.3
2091,Soil,Grassland,301.5,249.2,359.4
2091,Soil,Shrubland,303.5,250.6,354.5
2091,Soil,SnowIce,0,0,0
2091,Soil,Water,0,0,0
2091,Soil,Wetland,7.8,5,10.4
2092,DOM,Agriculture,9.4,6,13.3
2092,DOM,Barren,0,0,0
2092,DOM,Developed,0,0,0
2092,DOM,Forest,485.9,397.4,589
2092,DOM,Grassland,7.2,4.4,9.7
2092,DOM,Shrubland,21.3,14.9,25
2092,DOM,SnowIce,0,0,0
2092,DOM,Water,0,0,0
2092,DOM,Wetland,0.2,0.1,0.2
2092,Live,Agriculture,92,60.7,145.6
2092,Live,Barren,0,0,0
2092,Live,Developed,1.4,0.7,2.2
2092,Live,Forest,1175.5,892.8,1488.4
2092,Live,Grassland,11.1,5.6,23.2
2092,Live,Shrubland,115.2,86.4,159.4
2092,Live,SnowIce,0,0,0
2092,Live,Water,0,0,0
2092,Live,Wetland,0.5,0.3,0.6
2092,Soil,Agriculture,290.4,245.2,348.7
2092,Soil,Barren,0,0,0
2092,Soil,Developed,55.3,29.2,78.3
2092,Soil,Forest,1412.6,1257.5,1563.1
2092,Soil,Grassland,300.3,247.7,358.2
2092,Soil,Shrubland,303.3,250.1,354.2
2092,Soil,SnowIce,0,0,0
2092,Soil,Water,0,0,0
2092,Soil,Wetland,7.9,5,10.5
2093,DOM,Agriculture,9.1,5.1,13.8
2093,DOM,Barren,0,0,0
2093,DOM,Developed,0,0,0
2093,DOM,Forest,482.2,388.4,579.7
2093,DOM,Grassland,6.9,3.4,10.5
2093,DOM,Shrubland,21,14.3,25.3
2093,DOM,SnowIce,0,0,0
2093,DOM,Water,0,0,0
2093,DOM,Wetland,0.2,0.1,0.2
2093,Live,Agriculture,90.1,58,135.5
2093,Live,Barren,0,0,0
2093,Live,Developed,1.4,0.7,2.2
2093,Live,Forest,1172.7,886.6,1486.8
2093,Live,Grassland,10.7,6.7,18.8
2093,Live,Shrubland,112.6,86,152.3
2093,Live,SnowIce,0,0,0
2093,Live,Water,0,0,0
2093,Live,Wetland,0.5,0.3,0.6
2093,Soil,Agriculture,288.7,243,347.1
2093,Soil,Barren,0,0,0
2093,Soil,Developed,55.6,29.2,79.5
2093,Soil,Forest,1410,1253.4,1561.3
2093,Soil,Grassland,299,245.3,357.3
2093,Soil,Shrubland,302.9,249.4,353.6
2093,Soil,SnowIce,0,0,0
2093,Soil,Water,0,0,0
2093,Soil,Wetland,7.9,5,10.6
2094,DOM,Agriculture,8.5,5,14.1
2094,DOM,Barren,0,0,0
2094,DOM,Developed,0,0,0
2094,DOM,Forest,485.2,391.3,581.4
2094,DOM,Grassland,6.5,3.6,12
2094,DOM,Shrubland,20.3,13.9,25.4
2094,DOM,SnowIce,0,0,0
2094,DOM,Water,0,0,0
2094,DOM,Wetland,0.2,0.1,0.2
2094,Live,Agriculture,95.2,69,135.8
2094,Live,Barren,0,0,0
2094,Live,Developed,1.4,0.7,2.2
2094,Live,Forest,1166.4,888.6,1467.6
2094,Live,Grassland,13.7,7.4,21.1
2094,Live,Shrubland,114.3,88.5,148.3
2094,Live,SnowIce,0,0,0
2094,Live,Water,0,0,0
2094,Live,Wetland,0.5,0.3,0.6
2094,Soil,Agriculture,286.7,240.7,344.5
2094,Soil,Barren,0,0,0
2094,Soil,Developed,56,29.3,80.2
2094,Soil,Forest,1407.2,1249,1559.6
2094,Soil,Grassland,297.3,243.2,354.9
2094,Soil,Shrubland,302.4,248.5,353.1
2094,Soil,SnowIce,0,0,0
2094,Soil,Water,0,0,0
2094,Soil,Wetland,8,5.1,10.6
2095,DOM,Agriculture,9.2,4.3,14
2095,DOM,Barren,0,0,0
2095,DOM,Developed,0,0,0
2095,DOM,Forest,487.2,392.5,588.8
2095,DOM,Grassland,7.7,2.9,12.1
2095,DOM,Shrubland,20.3,12.9,25.7
2095,DOM,SnowIce,0,0,0
2095,DOM,Water,0,0,0
2095,DOM,Wetland,0.2,0.1,0.2
2095,Live,Agriculture,95.1,62.2,141.7
2095,Live,Barren,0,0,0
2095,Live,Developed,1.4,0.7,2.2
2095,Live,Forest,1163.6,864.4,1472.7
2095,Live,Grassland,12.6,6.7,21.5
2095,Live,Shrubland,114.4,85.7,149.5
2095,Live,SnowIce,0,0,0
2095,Live,Water,0,0,0
2095,Live,Wetland,0.5,0.3,0.6
2095,Soil,Agriculture,285.3,238.2,343.8
2095,Soil,Barren,0,0,0
2095,Soil,Developed,56.3,29.3,81.1
2095,Soil,Forest,1404.1,1244.2,1558.4
2095,Soil,Grassland,296.5,240.5,355.7
2095,Soil,Shrubland,301.8,247.3,352.9
2095,Soil,SnowIce,0,0,0
2095,Soil,Water,0,0,0
2095,Soil,Wetland,8.1,5.1,10.7
2096,DOM,Agriculture,9.2,5.1,16.2
2096,DOM,Barren,0,0,0
2096,DOM,Developed,0,0,0
2096,DOM,Forest,504.2,394.2,622.3
2096,DOM,Grassland,7.5,4.1,14.5
2096,DOM,Shrubland,20.1,12.9,27.4
2096,DOM,SnowIce,0,0,0
2096,DOM,Water,0,0,0
2096,DOM,Wetland,0.2,0.1,0.2
2096,Live,Agriculture,88.3,64.3,123.9
2096,Live,Barren,0,0,0
2096,Live,Developed,1.4,0.7,2.2
2096,Live,Forest,1129.2,827.8,1425.7
2096,Live,Grassland,9.4,5.4,12.6
2096,Live,Shrubland,111.1,90,142.4
2096,Live,SnowIce,0,0,0
2096,Live,Water,0,0,0
2096,Live,Wetland,0.5,0.3,0.6
2096,Soil,Agriculture,284,236.1,344.5
2096,Soil,Barren,0,0,0
2096,Soil,Developed,56.7,29.4,81.9
2096,Soil,Forest,1401.1,1238.7,1557.7
2096,Soil,Grassland,295.8,239,357.7
2096,Soil,Shrubland,301.3,246,353
2096,Soil,SnowIce,0,0,0
2096,Soil,Water,0,0,0
2096,Soil,Wetland,8.1,5.1,10.8
2097,DOM,Agriculture,8.7,5.5,15.1
2097,DOM,Barren,0,0,0
2097,DOM,Developed,0,0,0
2097,DOM,Forest,508.6,395.6,652.5
2097,DOM,Grassland,6.5,3.3,11.5
2097,DOM,Shrubland,19.9,13.1,27.8
2097,DOM,SnowIce,0,0,0
2097,DOM,Water,0,0,0
2097,DOM,Wetland,0.2,0.1,0.2
2097,Live,Agriculture,92.1,68.2,128.5
2097,Live,Barren,0,0,0
2097,Live,Developed,1.4,0.7,2.3
2097,Live,Forest,1129.2,803.6,1426.2
2097,Live,Grassland,13.1,10.2,16.3
2097,Live,Shrubland,111.7,90.9,140.1
2097,Live,SnowIce,0,0,0
2097,Live,Water,0,0,0
2097,Live,Wetland,0.5,0.3,0.6
2097,Soil,Agriculture,282,233.9,344.1
2097,Soil,Barren,0,0,0
2097,Soil,Developed,57,29.4,82.7
2097,Soil,Forest,1398.1,1234.5,1557.7
2097,Soil,Grassland,294.1,237.8,357.5
2097,Soil,Shrubland,300.6,244.8,353.2
2097,Soil,SnowIce,0,0,0
2097,Soil,Water,0,0,0
2097,Soil,Wetland,8.2,5.1,10.9
2098,DOM,Agriculture,8.4,4.6,14.1
2098,DOM,Barren,0,0,0
2098,DOM,Developed,0,0,0
2098,DOM,Forest,508.2,397,673.4
2098,DOM,Grassland,7,3.2,10.9
2098,DOM,Shrubland,19.3,12.3,27.5
2098,DOM,SnowIce,0,0,0
2098,DOM,Water,0,0,0
2098,DOM,Wetland,0.2,0.1,0.2
2098,Live,Agriculture,96.5,69.2,131.8
2098,Live,Barren,0,0,0
2098,Live,Developed,1.4,0.7,2.3
2098,Live,Forest,1133.8,786.6,1433.5
2098,Live,Grassland,14.2,7.8,22.3
2098,Live,Shrubland,113,93.4,137.8
2098,Live,SnowIce,0,0,0
2098,Live,Water,0,0,0
2098,Live,Wetland,0.5,0.3,0.6
2098,Soil,Agriculture,280.3,232.5,343.4
2098,Soil,Barren,0,0,0
2098,Soil,Developed,57.4,29.4,83.5
2098,Soil,Forest,1395.4,1230.8,1558
2098,Soil,Grassland,293.2,237.5,357.1
2098,Soil,Shrubland,299.8,243.6,353.4
2098,Soil,SnowIce,0,0,0
2098,Soil,Water,0,0,0
2098,Soil,Wetland,8.2,5.1,11
2099,DOM,Agriculture,9.1,5.5,16.1
2099,DOM,Barren,0,0,0
2099,DOM,Developed,0,0,0
2099,DOM,Forest,504.8,398.7,677.4
2099,DOM,Grassland,7.8,4.7,13.9
2099,DOM,Shrubland,19.5,12.5,27.7
2099,DOM,SnowIce,0,0,0
2099,DOM,Water,0,0,0
2099,DOM,Wetland,0.2,0.1,0.2
2099,Live,Agriculture,97.2,68.3,132.3
2099,Live,Barren,0,0,0
2099,Live,Developed,1.4,0.7,2.3
2099,Live,Forest,1135.8,784,1445.5
2099,Live,Grassland,13.3,8,20
2099,Live,Shrubland,114.2,94.8,146
2099,Live,SnowIce,0,0,0
2099,Live,Water,0,0,0
2099,Live,Wetland,0.5,0.3,0.6
2099,Soil,Agriculture,279.1,231.1,344.2
2099,Soil,Barren,0,0,0
2099,Soil,Developed,57.7,29.5,84.5
2099,Soil,Forest,1392.5,1226,1557.5
2099,Soil,Grassland,292.9,237.3,359
2099,Soil,Shrubland,299.1,242.4,353.8
2099,Soil,SnowIce,0,0,0
2099,Soil,Water,0,0,0
2099,Soil,Wetland,8.3,5.2,11
2100,DOM,Agriculture,9,4.8,15.2
2100,DOM,Barren,0,0,0
2100,DOM,Developed,0,0,0
2100,DOM,Forest,500.2,392.4,679.3
2100,DOM,Grassland,7.4,4,12.3
2100,DOM,Shrubland,19.4,12.9,28.2
2100,DOM,SnowIce,0,0,0
2100,DOM,Water,0,0,0
2100,DOM,Wetland,0.2,0.1,0.2
2100,Live,Agriculture,98.7,67.4,136.5
2100,Live,Barren,0,0,0
2100,Live,Developed,1.4,0.7,2.3
2100,Live,Forest,1140,786.8,1455
2100,Live,Grassland,13.8,8.6,20.8
2100,Live,Shrubland,115.9,94,152.7
2100,Live,SnowIce,0,0,0
2100,Live,Water,0,0,0
2100,Live,Wetland,0.5,0.3,0.6
2100,Soil,Agriculture,278,229.2,343.2
2100,Soil,Barren,0,0,0
2100,Soil,Developed,58.1,29.5,85.3
2100,Soil,Forest,1389.7,1221.7,1556.7
2100,Soil,Grassland,292.5,237,358
2100,Soil,Shrubland,298.4,241.4,353.8
2100,Soil,SnowIce,0,0,0
2100,Soil,Water,0,0,0
2100,Soil,Wetland,8.3,5.2,11.1
2101,DOM,Agriculture,9.1,4.8,15.3
2101,DOM,Barren,0,0,0
2101,DOM,Developed,0,0,0
2101,DOM,Forest,496.5,390.3,678.6
2101,DOM,Grassland,7.5,4,14.2
2101,DOM,Shrubland,19.6,13.3,28.1
2101,DOM,SnowIce,0,0,0
2101,DOM,Water,0,0,0
2101,DOM,Wetland,0.2,0.1,0.2
2101,Live,Agriculture,100.1,66.7,142.3
2101,Live,Barren,0,0,0
2101,Live,Developed,1.4,0.7,2.4
2101,Live,Forest,1144.2,787.9,1467.7
2101,Live,Grassland,13.8,8.6,20.8
2101,Live,Shrubland,117.4,93.2,158.3
2101,Live,SnowIce,0,0,0
2101,Live,Water,0,0,0
2101,Live,Wetland,0.5,0.3,0.6
2101,Soil,Agriculture,276.9,227.5,341.9
2101,Soil,Barren,0,0,0
2101,Soil,Developed,58.4,29.5,86.4
2101,Soil,Forest,1386.6,1217.4,1556.4
2101,Soil,Grassland,292.2,236.6,356.9
2101,Soil,Shrubland,297.8,240.6,354.1
2101,Soil,SnowIce,0,0,0
2101,Soil,Water,0,0,0
2101,Soil,Wetland,8.4,5.2,11.2
